KE	KEtitle
https://identifiers.org/aop.events/488	Decrease, Ovulation
https://identifiers.org/aop.events/49	Reduction, Ca and HCO3 transport to shell gland
https://identifiers.org/aop.events/491	Clonal Expansion/Cell Proliferation, to form Altered Hepatic Foci (AHF)
https://identifiers.org/aop.events/493	Increased, Insufficient repair or mis-repair of pro-mutagenic DNA adducts
https://identifiers.org/aop.events/494	Glucocorticoid Receptor Agonist, Activation
https://identifiers.org/aop.events/495	Repressed expression of steroidogenic enzymes 
https://identifiers.org/aop.events/496	Increased apoptosis, decreased number of adult Leydig Cells 
https://identifiers.org/aop.events/50	Increase, Ca++ (intracellular)
https://identifiers.org/aop.events/505	Decreased sperm quantity / quality in the adult, Decreased fertility 
https://identifiers.org/aop.events/52	Decreased, Calcium influx
https://identifiers.org/aop.events/520	Decreased sperm quantity or quality in the adult, Decreased fertility 
https://identifiers.org/aop.events/525	Apoptosis of adult Leydig cells, Decreased testosterone by adult Leydig cells
https://identifiers.org/aop.events/526	Inhibition, Inhibition of Dopamine-beta-hydroxylase
https://identifiers.org/aop.events/527	Decreased, Decreased fecundity 
https://identifiers.org/aop.events/528	Decreased, Synthesis of NE
https://identifiers.org/aop.events/529	Decreased, GnRH cfos activity
https://identifiers.org/aop.events/530	Decreased, GnRH pulsatility/release
https://identifiers.org/aop.events/531	Decreased, LH Surge
https://identifiers.org/aop.events/532	Delayed, Ovulation
https://identifiers.org/aop.events/533	Decreased, Cortical granule release/distribution upon fertilization
https://identifiers.org/aop.events/534	Altered, Formation of cortical envelope
https://identifiers.org/aop.events/535	Abnormal, Sperm penetration (polyspermy)
https://identifiers.org/aop.events/536	Altered, Chromosome number (polyploid) zygote
https://identifiers.org/aop.events/540	Decreased testosterone by the fetal Leydig cells, Dysgensis of fetal Leydig cells
https://identifiers.org/aop.events/541	Decreased testosterone by the fetal Leydig cells, Decreased COUP-TFII stem Leydig cells
https://identifiers.org/aop.events/543	Decreased fertility in the adult, Decreased sperm quantity and/or quality in the adult testis
https://identifiers.org/aop.events/55	Cell injury/death
https://identifiers.org/aop.events/559	Activation, Nicotinic acetylcholine receptor
https://identifiers.org/aop.events/560	Abnormal, Foraging activity and behavior
https://identifiers.org/aop.events/561	Reduced, Food storage
https://identifiers.org/aop.events/563	Death/Failure, Colony
https://identifiers.org/aop.events/564	Abnormal, Roll change within caste
https://identifiers.org/aop.events/565	Reduced, Brood care
https://identifiers.org/aop.events/566	impaired, Larval development
https://identifiers.org/aop.events/568	impaired, Hive thermoregulation
https://identifiers.org/aop.events/57	Proliferation, Cell proliferation in the absence of cytotoxicity
https://identifiers.org/aop.events/570	Accumulation, Damaged mitochondrial DNA
https://identifiers.org/aop.events/571	Accelerated, Aging
https://identifiers.org/aop.events/572	Decrease, Number of worker bees
https://identifiers.org/aop.events/573	Increase, Energetic demands and therefore metabolic stress
https://identifiers.org/aop.events/574	Increased, Appetite and hunger
https://identifiers.org/aop.events/576	Increased, Viral susceptibility
https://identifiers.org/aop.events/577	impaired, Development
https://identifiers.org/aop.events/578	Decreased, Glucose oxidase enzyme activity
https://identifiers.org/aop.events/579	Decreased, Hydrogen peroxide production
https://identifiers.org/aop.events/580	Reduced, Antiseptic incorporated in food
https://identifiers.org/aop.events/585	Decreased, Sodium conductance 1
https://identifiers.org/aop.events/586	Reduced, swimming speed
https://identifiers.org/aop.events/587	Reduced, feeding 1
https://identifiers.org/aop.events/588	Increased, predation
https://identifiers.org/aop.events/590	N/A, hypoxia
https://identifiers.org/aop.events/591	Increased, amputations
https://identifiers.org/aop.events/592	Reduced, survival
https://identifiers.org/aop.events/593	Inhibition, Ether-a-go-go (ERG) voltage-gated potassium channel 
https://identifiers.org/aop.events/598	modulation, sodium channel
https://identifiers.org/aop.events/599	prolonged, Depolarization of neuronal membrane
https://identifiers.org/aop.events/600	Overactivation, Neuronotransmitter release
https://identifiers.org/aop.events/601	Overactivation, muscle contraction
https://identifiers.org/aop.events/602	Increased, Ataxia, paralysis, or hyperactivity
https://identifiers.org/aop.events/613	Occurrence, Epileptic seizure
https://identifiers.org/aop.events/616	Occurrence, A paroxysmal depolarizing shift
https://identifiers.org/aop.events/618	Decreased, Neuronal network function in adult brain
https://identifiers.org/aop.events/621	Increase, cilia movement
https://identifiers.org/aop.events/622	Increased, locomotion
https://identifiers.org/aop.events/623	Increase, predation
https://identifiers.org/aop.events/624	Increased, foot detachment
https://identifiers.org/aop.events/625	Increased, muscular waves in foot
https://identifiers.org/aop.events/626	Increased, serotonin (5-HT) 
https://identifiers.org/aop.events/627	Decreased, anxiety
https://identifiers.org/aop.events/629	Decreased, sheltering
https://identifiers.org/aop.events/633	Decrease, histaminergic neuron excitation
https://identifiers.org/aop.events/634	N/A, sedation
https://identifiers.org/aop.events/635	Decreased, locomotion
https://identifiers.org/aop.events/636	Decreased, survival
https://identifiers.org/aop.events/638	Antagonism, Histamine Receptor (H2)
https://identifiers.org/aop.events/64	Reduction, Ionotropic GABA receptor chloride channel conductance
https://identifiers.org/aop.events/640	Decreased steroidogenesis, Proteomic alterations in the adult Leydig cell
https://identifiers.org/aop.events/642	Decreased Cholesterol, Decreased De Novo Biosynthesis of Choleseterol
https://identifiers.org/aop.events/643	Decreased Cholesterol, Decreased Uptake of Lipoproteins
https://identifiers.org/aop.events/644	Decreased Cholesterol, Decreased Transport of Cholesterol to the Inner Mitochondrial Membrane
https://identifiers.org/aop.events/645	Decreased Cholesterol, Decreased Testosterone Production by Adult Leydig Cells
https://identifiers.org/aop.events/646	Decreased Cholesterol, Decreased sperm quantity and/or quality in the adult testis
https://identifiers.org/aop.events/647	Decreased steroidogenesis, Decreased Activity of Steroidogenic Enzymes in Adult Leydig cells
https://identifiers.org/aop.events/648	Decreased steroidogenesis, Increased Apoptosis of Adult Leydig Cells
https://identifiers.org/aop.events/649	Decreased steroidogenesis, Alterations in the Leydig Cell Cytoskeleton
https://identifiers.org/aop.events/650	Stimulation of adult Leydig cells via the Adrenal Corticosterone, Increased Glucocorticoid
https://identifiers.org/aop.events/651	Glucocorticoid Receptor mediated alterations in steriodogenic enzymes, Decreased testosterone by adult Leydig cells
https://identifiers.org/aop.events/652	Direct effects of Corticosterone on steroidogenesis, Decreased testosterone by adult Leydig cells
https://identifiers.org/aop.events/653	Decreased testosterone by the fetal Leydig cells, Increased corticosterone
https://identifiers.org/aop.events/654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists
https://identifiers.org/aop.events/655	Decreased testosterone by the fetal Leydig cells, Increased COUP-TFII in fetal Leydig cells
https://identifiers.org/aop.events/656	Decreased number and function of adult Leydig cells, Decreased COUP-TFII stem Leydig cells
https://identifiers.org/aop.events/657	Decreased testosterone by the fetal Leydig cells, Dysgenesis of fetal Leydig cells
https://identifiers.org/aop.events/658	Decreased testosterone by the fetal Leydig cells, Increased estradiol
https://identifiers.org/aop.events/659	Decreased testosterone by the fetal Leydig cells, Activation by other estradiol agonists
https://identifiers.org/aop.events/660	decreased testosterone by fetal Leydig cells, Dysgenesis of fetal Leydig cells
https://identifiers.org/aop.events/661	Decreased testosterone by the fetal Leydig cells, Alterations in the fetal testis proteome
https://identifiers.org/aop.events/662	Decreased testosterone by the fetal Leydig cells, Hypermethylation in the fetal testis
https://identifiers.org/aop.events/664	Overwhelmed, Mitochondrial DNA repair mechanisms
https://identifiers.org/aop.events/667	Binding at picrotoxin site, iGABAR chloride channel
https://identifiers.org/aop.events/671	Reduced, Prostaglandin F2alpha concentration, plasma 
https://identifiers.org/aop.events/672	Reduced, Prostaglandin F2alpha synthesis, ovary  
https://identifiers.org/aop.events/673	Reduced, Spawning behavior
https://identifiers.org/aop.events/674	Reduced, Ability to attract spawning mates
https://identifiers.org/aop.events/675	Reduced, Reproductive Success
https://identifiers.org/aop.events/678	Reduced, Pheromone release
https://identifiers.org/aop.events/679	Decline, Population trajectory
https://identifiers.org/aop.events/68	Accumulation, Collagen
https://identifiers.org/aop.events/681	Decreased, Prostaglandin F2alpha synthesis, ovary  
https://identifiers.org/aop.events/682	Generation, Amplified excitatory postsynaptic potential (EPSP)
https://identifiers.org/aop.events/685	Reduced, Prostaglandins, ovary
https://identifiers.org/aop.events/687	Reduced, Prostaglandin E2 concentration, hypothalamus
https://identifiers.org/aop.events/689	Reduced, Gonadotropin releasing hormone, hypothalamus
https://identifiers.org/aop.events/690	Reduced, Luteinizing hormone (LH), plasma 
https://identifiers.org/aop.events/691	Reduced, Maturation inducing steroid, plasma
https://identifiers.org/aop.events/692	Reduced, Maturation inducing steroid receptor signalling, oocyte
https://identifiers.org/aop.events/693	Increased, cyclic adenosine monophosphate
https://identifiers.org/aop.events/694	Reduced, Meiotic prophase I/metaphase I transition, oocyte
https://identifiers.org/aop.events/695	Upregulated, Spindle assembly checkpoint protein Mad2-oocyte
https://identifiers.org/aop.events/696	Increased, Chromosome misseggregation
https://identifiers.org/aop.events/697	impaired, ion channels
https://identifiers.org/aop.events/698	Altered, Action Potential
https://identifiers.org/aop.events/699	Increased, cardiac arrthymia
https://identifiers.org/aop.events/708	Increased, Accumulation of alpha2u microglobulin (proximal tubular epithelium)
https://identifiers.org/aop.events/709	Increase, Cytotoxicity (renal tubular cell)
https://identifiers.org/aop.events/710	Increase, Regenerative cell proliferation (tubular epithelial cells)
https://identifiers.org/aop.events/713	Increase, Adenomas/carcinomas (renal tubular)
https://identifiers.org/aop.events/714	Increased, Binding of chemicals to 2u (serum)
https://identifiers.org/aop.events/718	Binding, Tubulin
https://identifiers.org/aop.events/719	Increase, hepatocellular adenomas and carcinomas
https://identifiers.org/aop.events/720	Disruption, Microtubule dynamics
https://identifiers.org/aop.events/721	Disorganization, Meiotic Spindle
https://identifiers.org/aop.events/723	Altered, Chromosome number
https://identifiers.org/aop.events/724	Inhibition, Pyruvate dehydrogenase kinase (PDK) enzyme
https://identifiers.org/aop.events/726	Increased, Induction of pyruvate dehydrogenase (PDH)
https://identifiers.org/aop.events/728	Increase, Aneuploid offspring
https://identifiers.org/aop.events/733	Increase, Necrosis (terminal bronchiolar cells)
https://identifiers.org/aop.events/734	Increase, Regenerative cell proliferation (terminal bronchiolar epithelial cells)
https://identifiers.org/aop.events/735	Increase, Hyperplasia (terminal bronchiolar cells)
https://identifiers.org/aop.events/736	Increase, Adenomas/carcinomas (bronchioloalveolar)
https://identifiers.org/aop.events/739	Increase, Hypertrophy and proliferation (follicular cell)
https://identifiers.org/aop.events/740	Increase, Hyperplasia (follicular cells)
https://identifiers.org/aop.events/741	Increase, Adenomas/carcinomas (follicular cell)
https://identifiers.org/aop.events/742	Decreased, Androgen receptor activity
https://identifiers.org/aop.events/743	Decreased, Testosterone binding to androgen receptor (hypothalamus)
https://identifiers.org/aop.events/744	Increase, Hyperplasia (Leydig cells)
https://identifiers.org/aop.events/745	Increase, Leydig cell tumors
https://identifiers.org/aop.events/746	Increase, Dopaminergic activity
https://identifiers.org/aop.events/747	Decreased, Prolactin
https://identifiers.org/aop.events/748	Increased, Estrogen receptor (ER) activity
https://identifiers.org/aop.events/749	Decreased, Progesterone from corpus luteum
https://identifiers.org/aop.events/754	Increased, Luteinizing hormone (LH) 
https://identifiers.org/aop.events/756	Hippocampal gene expression, Altered 
https://identifiers.org/aop.events/757	Hippocampal anatomy, Altered 
https://identifiers.org/aop.events/758	Hippocampal Physiology, Altered
https://identifiers.org/aop.events/759	Increased, Kidney Failure
https://identifiers.org/aop.events/760	Activation, Glutamate-gated chloride channel
https://identifiers.org/aop.events/761	Increased, Chloride conductance
https://identifiers.org/aop.events/762	Activation, ionotropic GABA Receptor chloride channel
https://identifiers.org/aop.events/763	hyperpolarisation, neuron
https://identifiers.org/aop.events/764	N/A, Ataxia, paralysis, or hyperactivity
https://identifiers.org/aop.events/765	Decreased, population 1
https://identifiers.org/aop.events/766	Inhibition, 4-hydroxyphenyl-pyruvate dioxygenase (HPPD) enzyme
https://identifiers.org/aop.events/767	Increase, Hyperplasia (renal tubular cells)
https://identifiers.org/aop.events/768	Increase, Cytotoxicity
https://identifiers.org/aop.events/769	Increase, Oxidative metabolism
https://identifiers.org/aop.events/77	Production, Critical Metabolites (CGA 330050 and CGA 265307)
https://identifiers.org/aop.events/770	Increase, Cytotoxicity (club cells)
https://identifiers.org/aop.events/771	Decrease, Serum thyroid hormone (T4/T3)
https://identifiers.org/aop.events/772	Increase, Hyperplasia (glandular epithelial cells of endometrium)
https://identifiers.org/aop.events/773	Increase, Endometrial adenocarcinomas
https://identifiers.org/aop.events/774	Increase, Preneoplastic foci (hepatocytes)
https://identifiers.org/aop.events/775	Increased, Plasma tyrosine
https://identifiers.org/aop.events/776	Increase, Cytotoxicity (corneal cells)
https://identifiers.org/aop.events/777	Increase, Inflammation (corneal cells)
https://identifiers.org/aop.events/778	Increase, Regenerative cell proliferation (corneal cells)
https://identifiers.org/aop.events/779	Increase, Papillomas/carcinomas (squamous cells)
https://identifiers.org/aop.events/78	Reduction, Cumulative fecundity and spawning
https://identifiers.org/aop.events/780	Increase, Cytotoxicity (epithelial cells)
https://identifiers.org/aop.events/781	Increase, Regenerative cell proliferation (forestomach epithelial cells)
https://identifiers.org/aop.events/782	Increase, Hyperplasia (forestomach epithelial cells)
https://identifiers.org/aop.events/783	Increase, Cytotoxicity (tubular epithelial cells)
https://identifiers.org/aop.events/784	Increase, Hyperplasia (tubular epithelial cells)
https://identifiers.org/aop.events/785	Activation, Androgen receptor
https://identifiers.org/aop.events/786	Increase, Cytotoxicity (hepatocytes)
https://identifiers.org/aop.events/787	Increase, Regenerative cell proliferation (hepatocytes)
https://identifiers.org/aop.events/790	Inhibition, 5α-reductase activity
https://identifiers.org/aop.events/791	Increased, Leutinizing hormone (LH)
https://identifiers.org/aop.events/792	Decrease, Bioactivation of testosterone
https://identifiers.org/aop.events/793	Increase, Urinary bladder calculi
https://identifiers.org/aop.events/794	Increase, Cytotoxicity (urothelial cells)
https://identifiers.org/aop.events/795	Increase, Regenerative cell proliferation (urothelial cells)
https://identifiers.org/aop.events/796	Increase, Hyperplasia (urothelial)
https://identifiers.org/aop.events/797	Increase, Adenomas/carcinomas (urothelial)
https://identifiers.org/aop.events/798	Inhibition, Prolyl hydroxylases
https://identifiers.org/aop.events/799	Increased, HIF-1 heterodimer
https://identifiers.org/aop.events/8	Decreased, 3-hydroxyacyl-CoA dehydrogenase type-2 activity
https://identifiers.org/aop.events/80	Up Regulation, CYP1A1
https://identifiers.org/aop.events/800	Decreased, Aromatase (Cyp19a1) mRNA
https://identifiers.org/aop.events/801	modulation, Unknown
https://identifiers.org/aop.events/802	Increased, HIF-1 alpha transcription
https://identifiers.org/aop.events/804	Inhibition, HMG-CoA reductase
https://identifiers.org/aop.events/805	Decreased, mevalonate
https://identifiers.org/aop.events/807	Decreased, cholesterol
https://identifiers.org/aop.events/808	Decreased, Testosterone
https://identifiers.org/aop.events/809	malformed, Male reproductive tract
https://identifiers.org/aop.events/813	Increased, Serum creatinine
https://identifiers.org/aop.events/814	Occurrence, Kidney toxicity
https://identifiers.org/aop.events/818	Occurrence, Cytoplasmic vacuolization (Renal tubule)
https://identifiers.org/aop.events/819	Decreased, Glomerular filtration
https://identifiers.org/aop.events/820	Decreased, Renal plasma flow
https://identifiers.org/aop.events/821	Decreased, Sodium reabsorption
https://identifiers.org/aop.events/823	Occurrence, Cystic dilatation (renal tubule)
https://identifiers.org/aop.events/824	Occurrence, Cytoplasmic vacuolization (podocyte)
https://identifiers.org/aop.events/825	Decreased, Renal ability to dilute urine
https://identifiers.org/aop.events/827	sensitisation, skin
https://identifiers.org/aop.events/828	Inhibition, Phospholipase A
https://identifiers.org/aop.events/829	Damage, Lipid bilayer
https://identifiers.org/aop.events/831	Disturbance, Lysosomal function
https://identifiers.org/aop.events/832	Injury, Mitochondria
https://identifiers.org/aop.events/833	Occurrence, Cytoplasmic vacuolization (hepatocyte)
https://identifiers.org/aop.events/835	Occurrence, Ballooning degeneration (hepatocyte)
https://identifiers.org/aop.events/836	Occurrence, Cytoplasmic vacuolization (Bile duct cell)
https://identifiers.org/aop.events/837	Occurrence, Cytoplasmic vacuolization (kupffer cell)
https://identifiers.org/aop.events/838	Induction, Microvesicular fat
https://identifiers.org/aop.events/839	Formation, Mallory body
https://identifiers.org/aop.events/840	Formation, Liver fibrosis
https://identifiers.org/aop.events/844	Oxidation, Uroporphyrinogen
https://identifiers.org/aop.events/845	Inhibition, UROD
https://identifiers.org/aop.events/846	Accumulation, Highly carboxylated porphyrins
https://identifiers.org/aop.events/848	Decreased, Binding of NE to NE receptors on GnRH neurons
https://identifiers.org/aop.events/849	Inhibition, Antgonism of NE receptor
https://identifiers.org/aop.events/850	Induction, CYP1A2/CYP1A5
https://identifiers.org/aop.events/854	Alterations, Cellular proliferation / hyperplasia
https://identifiers.org/aop.events/860	Decreased, Mitochondrial Fatty Acid Beta Oxidation
https://identifiers.org/aop.events/861	Decreased, Ketogenesis (production of ketone bodies)
https://identifiers.org/aop.events/862	Not Increased, Circulating Ketone Bodies
https://identifiers.org/aop.events/863	Increased, Catabolism of Muscle Protein
https://identifiers.org/aop.events/864	Decreased, Body Weight
https://identifiers.org/aop.events/867	Decrease, Intracellular pH
https://identifiers.org/aop.events/868	Increase, Tissue Degeneration, Necrosis & Atrophy 
https://identifiers.org/aop.events/869	Increase, Respiratory or Squamous Metaplasia
https://identifiers.org/aop.events/87	Release, Cytokine
https://identifiers.org/aop.events/870	Increase, Cell Proliferation
https://identifiers.org/aop.events/872	Increase, Site of Contact Nasal Tumors
https://identifiers.org/aop.events/875	Binding of agonist, Ionotropic glutamate receptors
https://identifiers.org/aop.events/876	Increase, Mutations in Critical Genes
https://identifiers.org/aop.events/878	Inhibition, SREBP1c
https://identifiers.org/aop.events/879	Activation, MTTP
https://identifiers.org/aop.events/880	Increased, ApoB100
https://identifiers.org/aop.events/881	Increased, Triglyceride
https://identifiers.org/aop.events/885	Increase, Cancer
https://identifiers.org/aop.events/889	Impaired, Proteostasis
https://identifiers.org/aop.events/890	Degeneration of dopaminergic neurons of the nigrostriatal pathway
https://identifiers.org/aop.events/896	Parkinsonian motor deficits
https://identifiers.org/aop.events/898	Disruption, Lysosome
https://identifiers.org/aop.events/9	Activation, 5HT2c
https://identifiers.org/aop.events/926	Oxidation, Glutathione (To be considered with MIE)
https://identifiers.org/aop.events/932	KE4 : Uncoupling, eNOS
https://identifiers.org/aop.events/933	KE6 : Depletion, Nitric Oxide
https://identifiers.org/aop.events/934	KE3 : Decrease, Tetrahydrobiopterin
https://identifiers.org/aop.events/937	KE7 : Impaired, Vasodilation
https://identifiers.org/aop.events/945	reduced dimerization, ARNT/HIF1-alpha
https://identifiers.org/aop.events/947	Increase, Early Life Stage Mortality
https://identifiers.org/aop.events/951	KE8 : Increase, Vascular Resistance
https://identifiers.org/aop.events/952	Hypertension
https://identifiers.org/aop.events/964	Inhibition of Aromatase Enzyme, Chemical exposure during critical window of estrous cycle between diestrus 2 and proestrus inhibits aromatase conversion of testosterone to estradiol
https://identifiers.org/aop.events/965	reduction in ovarian granulosa cells synthesis of estradiol, Reduced steroidogenic production of estradiol in granulosa cells
https://identifiers.org/aop.events/966	Reduced Estradiol in Circulation, Reduced steroidogenic production of estradiol in granulosa cells leading to decreased estradiol in circulation
https://identifiers.org/aop.events/967	Decreased positive estrogenic feedback on hypothalamus, Reduced estradiol in circulation decreases estrogen concentration at hypothalamus
https://identifiers.org/aop.events/968	Decreased Kisspeptin release from neurons in AVPV, Decreased hypothalamic estrogen reduces kisspeptinergic neuron response 
https://identifiers.org/aop.events/969	Decreased GnRH Release, Decreased Kisspeptin stimulation of GnRH neurons 
https://identifiers.org/aop.events/97	Alkylation, DNA
https://identifiers.org/aop.events/970	Decreased LH release from Anterior Pituitary, Decreased GnRH stimulation of Anterior Pituitary Gonadotrophs
https://identifiers.org/aop.events/971	Ovulation of oocytes Reduced, Delayed, or Blocked, Decrease or delay in LH surge required for ovulation 
https://identifiers.org/aop.events/972	Decreased fertility, Reduced number of oocytes ovulated 
https://identifiers.org/aop.events/986	Impairment of TDAR
https://identifiers.org/aop.events/988	Decrease, Circulating ecdysis triggering hormone
https://identifiers.org/aop.events/990	Increase, Incomplete ecdysis
https://identifiers.org/aop.events/993	Decrease, Abdominal muscle contraction
https://identifiers.org/aop.events/996	Decrease, Digestion of old cuticle
https://identifiers.org/aop.events/998	Binding of antagonist, PPAR alpha
https://identifiers.org/aop.events/1895	NLRP3 inflammasome activity, increased
https://identifiers.org/aop.events/1864	Increase, Programmed cell death
https://identifiers.org/aop.events/1555	Increase cell proliferation
https://identifiers.org/aop.events/17	Altered gene expression, AHR nuclear translocator (ARNT)-dependent pathway
https://identifiers.org/aop.events/1857	Platelet-neutrophil interactions, Increased 
https://identifiers.org/aop.events/1866	Fibrinolysis, decreased
https://identifiers.org/aop.events/1867	Bradykinin system, hyperactivated
https://identifiers.org/aop.events/1869	Diminished protective oxidative stress response
https://identifiers.org/aop.events/1875	Cerebrovascular disease (stroke)
https://identifiers.org/aop.events/1881	Decreased, all-trans retinoic acid (atRA) concentration
https://identifiers.org/aop.events/1901	Interferon-I antiviral response, antagonized by SARS-CoV-2
https://identifiers.org/aop.events/1902	Repression of Gbx2 expression
https://identifiers.org/aop.events/1906	Cystic Fibrosis Transmembrane Regulator Function, Decreased
https://identifiers.org/aop.events/1907	Airway Surface Liquid Height, Decreased 
https://identifiers.org/aop.events/1908	Cilia Beat Frequency, Decreased
https://identifiers.org/aop.events/1909	Mucociliary Clearance, Decreased
https://identifiers.org/aop.events/1911	FOXJ1 Protein, Decreased
https://identifiers.org/aop.events/1912	Motile Cilia Number/Length, Decreased
https://identifiers.org/aop.events/1939	Viral infection and host-to-host transmission, proliferated
https://identifiers.org/aop.events/1967	Pyroptosis
https://identifiers.org/aop.events/1970	transposition of the great arteries
https://identifiers.org/aop.events/1981	Decreased SIRT1 expression
https://identifiers.org/aop.events/1008	Reduced, Hearing
https://identifiers.org/aop.events/105	Inhibition, Mitochondrial Electron Transport Chain Complexes
https://identifiers.org/aop.events/1550	Deposition of Ionizing Energy
https://identifiers.org/aop.events/1607	Increase, Necrosis
https://identifiers.org/aop.events/1647	GSK3beta inactivation
https://identifiers.org/aop.events/1809	Increase, Tissue/organ damage
https://identifiers.org/aop.events/1855	Increased Sodium-sensitive hypertension
https://identifiers.org/aop.events/1856	Imbalanced salty and sweet taste responses
https://identifiers.org/aop.events/1861	Increase, D1 protein deactivation
https://identifiers.org/aop.events/1862	Decrease, Photosystem II efficiency
https://identifiers.org/aop.events/1863	Decrease, Reproduction
https://identifiers.org/aop.events/1865	Increase, Oxygen-evolving complex damage
https://identifiers.org/aop.events/1868	Hyperinflammation
https://identifiers.org/aop.events/1870	Sustentacular cells, decrease 
https://identifiers.org/aop.events/1871	olfactory sensory neurons, decrease 
https://identifiers.org/aop.events/1872	Olfactory epithelium degeneration
https://identifiers.org/aop.events/1873	impaired olfactory function (anosmia) 
https://identifiers.org/aop.events/1874	blood brain barrier disruption 
https://identifiers.org/aop.events/1877	Altered, retinal layer structure
https://identifiers.org/aop.events/1878	Decreased, Eye size
https://identifiers.org/aop.events/1879	Bulky DNA adducts, increase
https://identifiers.org/aop.events/1880	Inhibition of ALDH1A (RALDH)
https://identifiers.org/aop.events/1882	Disrupted meiotic initiation of fetal oogonia of the ovary
https://identifiers.org/aop.events/1883	Reduced size of the ovarian follicle pool 
https://identifiers.org/aop.events/1884	Inhibition of Fyna
https://identifiers.org/aop.events/1885	Inhibition of Plxna2
https://identifiers.org/aop.events/1886	Overexpression of rasl11b
https://identifiers.org/aop.events/1888	Increased (ectopic) all-trans retinoic acid concentration
https://identifiers.org/aop.events/1889	Premature initiation of meiosis in fetal male germ cells
https://identifiers.org/aop.events/1890	Decrease (loss of) fetal male germ cells
https://identifiers.org/aop.events/1891	abnormal, placental labyrinth vasculature morphology
https://identifiers.org/aop.events/1892	increase, placental insufficiency
https://identifiers.org/aop.events/1893	increase, Preeclampsia
https://identifiers.org/aop.events/1896	Genomic instability
https://identifiers.org/aop.events/1897	increased MyD88 activation
https://identifiers.org/aop.events/1898	increased release of danger/damage associated molecular patterns
https://identifiers.org/aop.events/1899	formation of neutrophil extracellular traps (NETs)
https://identifiers.org/aop.events/1900	increased platelet surface TLR9 expression
https://identifiers.org/aop.events/1903	foxi1 expression, increased
https://identifiers.org/aop.events/1904	six1b expression, increased
https://identifiers.org/aop.events/1905	eya1 expression, inhibited
https://identifiers.org/aop.events/1913	Endothelial cell dysfunction 
https://identifiers.org/aop.events/1914	Platelet activation, Increased
https://identifiers.org/aop.events/1915	Neutrophil activation, Increased 
https://identifiers.org/aop.events/1916	Thromboinflammation, Increased 
https://identifiers.org/aop.events/1917	Altered gene expression, NRF2 dependent antioxidant pathway
https://identifiers.org/aop.events/1920	Altered gene expression, TGF-β dependent fibrosis pathway
https://identifiers.org/aop.events/1921	Altered gene expression, NF-kB dependent Interleukin-6 pathway
https://identifiers.org/aop.events/1922	Increased, Reactive metabolites production
https://identifiers.org/aop.events/1923	Altered gene expression, P53 dependent apoptosis pathway
https://identifiers.org/aop.events/1930	altered, inner ear development
https://identifiers.org/aop.events/1931	Intestinal barrier, disruption
https://identifiers.org/aop.events/1933	Increased, Interleukin-6 production
https://identifiers.org/aop.events/1934	Myocardial Infarction
https://identifiers.org/aop.events/1935	Angiotensin (1-7) levels diminished
https://identifiers.org/aop.events/1936	Angiotensin II degradation reduced
https://identifiers.org/aop.events/1937	ADAM17 expression induction
https://identifiers.org/aop.events/1938	ACE2 increased shedding
https://identifiers.org/aop.events/1940	Increases in cellular reactive oxygen species
https://identifiers.org/aop.events/1941	Memory Loss
https://identifiers.org/aop.events/1942	Accumulation, Cytosolic toxic Tau oligomers
https://identifiers.org/aop.events/1943	Hyperphosphorylation of Tau
https://identifiers.org/aop.events/1944	Synaptic dysfunction
https://identifiers.org/aop.events/1945	Dysfunctional Autophagy
https://identifiers.org/aop.events/1946	Impaired mechanotransduction of pericytes
https://identifiers.org/aop.events/1947	Pericyte dysfunction
https://identifiers.org/aop.events/1948	Increased ACE2 expression
https://identifiers.org/aop.events/1949	Decrease, GLUT4
https://identifiers.org/aop.events/1950	Increase, TNF
https://identifiers.org/aop.events/1951	Decrease, Glucose uptake
https://identifiers.org/aop.events/1952	Abnormal, Glucose homeostasis
https://identifiers.org/aop.events/1953	Gestational diabetes mellitus
https://identifiers.org/aop.events/1954	Gut microbiota, alteration
https://identifiers.org/aop.events/1955	Acute Myeloid Leukemia
https://identifiers.org/aop.events/1961	Prolongation of Action Potential Duration
https://identifiers.org/aop.events/1962	Prolongation of QT interval
https://identifiers.org/aop.events/1963	Torsades de Pointes
https://identifiers.org/aop.events/1964	Sudden cardiac death
https://identifiers.org/aop.events/1965	Increase, Pollen abnormal
https://identifiers.org/aop.events/1968	Increase, Mitochondrial Dysfunction
https://identifiers.org/aop.events/1969	Increase, Oxidative Stress
https://identifiers.org/aop.events/1971	Increased, tumor growth
https://identifiers.org/aop.events/1972	Increased, Steroidogenic acute regulatory protein (StAR) 
https://identifiers.org/aop.events/1973	Increased, estrogens 
https://identifiers.org/aop.events/1974	Activation of Tumor Protein 53
https://identifiers.org/aop.events/1977	Disruption of sodium channel gating kinetics
https://identifiers.org/aop.events/1978	Increase risk, microcephaly
https://identifiers.org/aop.events/1979	Premature cell differentiation
https://identifiers.org/aop.events/1980	Increased micro RNA expression
https://identifiers.org/aop.events/1982	metastatic breast cancer
https://identifiers.org/aop.events/1983	Disruption, action potential
https://identifiers.org/aop.events/902	Inflammation, Liver
https://identifiers.org/aop.events/997	Decreased, Population size
https://identifiers.org/aop.events/2020	Decrease, sox9 expression
https://identifiers.org/aop.events/2021	Increase, slincR expression
