Ensembl_source	Ensembl	fromPublication	fromDisGeNET	fromWikiPathways	gLayCluster	snpID	CNVassociated	PathwayID_target	PathwayID	PathwayTitle
ENSG00000139687	ENSG00000139687			1	137		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
ENSG00000170296	ENSG00000170296			1	158		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
ENSG00000085978	ENSG00000085978			1	158		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
ENSG00000169398	ENSG00000169398			1	137		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
ENSG00000123395	ENSG00000123395			1	158		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
ENSG00000177169	ENSG00000177169			1	158		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
ENSG00000034713	ENSG00000034713			1	158		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
ENSG00000023287	ENSG00000023287			1	158		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
ENSG00000175224	ENSG00000175224	1		1	158	rs12285419	1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
ENSG00000232810	ENSG00000232810			1	137		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
ENSG00000139112	ENSG00000139112			1	158		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
ENSG00000197442	ENSG00000197442			1	137		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
