PathwayID	PathwayTitle	Identifier	name	Ensembl	WPNodeIDType	CNVassociated	WPNodeID
WP5398	NRXN1 deletion syndrome	ENSG00000120251	GRIA2	ENSG00000120251	ensembl	1	ENSG00000120251
WP4906	3q29 copy number variation syndrome	ENSG00000185485	SDHAP1	ENSG00000185485	ensembl	1	ENSG00000185485
WP4932	7q11.23 copy number variation syndrome	ENSG00000241709	RN7SL265P	ENSG00000241709	ensembl	1	ENSG00000241709
WP4932	7q11.23 copy number variation syndrome	ENSG00000206709	RNU6-1080P	ENSG00000206709	ensembl	1	ENSG00000206709
WP5407	15q11q13 copy number variation	CHEBI:29101	2 Na+, 3 Na+, 3Na+, Na, Na+, Sodium		chebi	1	CHEBI:29101
WP4906	3q29 copy number variation syndrome	ENSG00000272359	RNU4-89P	ENSG00000272359	ensembl	1	ENSG00000272359
WP5402	10q22q23 copy number variation	ENSG00000141385	AFG3L2	ENSG00000141385	ensembl	1	ENSG00000141385
WP4932	7q11.23 copy number variation syndrome	O60264	SMARCA5	ENSG00000153147	uniprot	1	O60264
WP4905, WP5407	15q11q13 copy number variation, 1q21.1 copy number variation syndrome	ENSG00000105289	TJP3	ENSG00000105289	ensembl	1	ENSG00000105289
WP4932	7q11.23 copy number variation syndrome	ENSG00000128272	ATF4	ENSG00000128272	ensembl	1	ENSG00000128272
WP4657	22q11.2 copy number variation syndrome	CHEBI:41941	DOPAC, Dihydroxyphenylacetic acid		chebi	1	CHEBI:41941
WP3584	MECP2 and associated Rett syndrome	MIMAT0026555	hsa-miR-329-5p		mirbase.mature	NA	MIMAT0026555
WP4657, WP4932, WP5346, WP5408	15q25 copy number variation, 22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome, 8p23.1 copy number variation syndrome	CHEBI:456216	ADP, ADP(3−)		chebi	1	CHEBI:456216
WP4932	7q11.23 copy number variation syndrome	ENSG00000167987	VPS37C	ENSG00000167987	ensembl	1	ENSG00000167987
WP4905, WP5407	15q11q13 copy number variation, 1q21.1 copy number variation syndrome	ENSG00000152661	GJA1	ENSG00000152661	ensembl	1	ENSG00000152661
WP4906	3q29 copy number variation syndrome	ENSG00000241868	RN7SL434P	ENSG00000241868	ensembl	1	ENSG00000241868
WP5407	15q11q13 copy number variation	ENSG00000083067	TRPM3	ENSG00000083067	ensembl	1	ENSG00000083067
WP4657	22q11.2 copy number variation syndrome	MIMAT0005877	hsa-mir-1286		mirbase.mature	1	MIMAT0005877
WP4906	3q29 copy number variation syndrome	CHEBI:57287	CoA, Coenzyme A, Coenzyme A(4-), HS-CoA, coenzyme A(4−)		chebi	1	CHEBI:57287
WP5346	8p23.1 copy number variation syndrome	ENSG00000089225	TBX5	ENSG00000089225	ensembl	1	ENSG00000089225
WP4905, WP4942	15q13.3 copy number variation syndrome, 1q21.1 copy number variation syndrome	CHEBI:16991	DNA, dsDNA		chebi	1	CHEBI:16991
WP4932	7q11.23 copy number variation syndrome	ENSG00000277072	STAG3L2	ENSG00000277072	ensembl	1	ENSG00000277072
WP4657	22q11.2 copy number variation syndrome	ENSG00000182824	FAM230E	ENSG00000182824	ensembl	1	ENSG00000182824
WP4222	Phosphodiesterases in neuronal function	HMDB0015297	Cilostazol		hmdb	NA	HMDB0015297
WP4932	7q11.23 copy number variation syndrome	CHEBI:61049	FK506		chebi	1	CHEBI:61049
WP4932	7q11.23 copy number variation syndrome	ENSG00000141867	BRD4	ENSG00000141867	ensembl	1	ENSG00000141867
WP5412	8q11.23 (RB1CC1) copy number variation	ENSG00000123395	ATG101	ENSG00000123395	ensembl	1	ENSG00000123395
WP4905	1q21.1 copy number variation syndrome	CHEBI:30879	Substrate-OH, alcohol, an alcohol		chebi	1	CHEBI:30879
WP5406	13q12.12 copy number variation	ENSG00000252695	MIR2276	ENSG00000252695	ensembl	1	ENSG00000252695
WP4932	7q11.23 copy number variation syndrome	ENSG00000127586	CHTF18	ENSG00000127586	ensembl	1	ENSG00000127586
WP408	Oxidative stress response	6647	SOD1	ENSG00000142168	ncbigene	NA	6647
WP4657	22q11.2 copy number variation syndrome	ENSG00000099960	SLC7A4	ENSG00000099960	ensembl	1	ENSG00000099960
WP4222, WP4657	22q11.2 copy number variation syndrome, Phosphodiesterases in neuronal function	ENSG00000149295	DRD2	ENSG00000149295	ensembl	1	ENSG00000149295
WP4222	Phosphodiesterases in neuronal function	ENSG00000152270	PDE3B	ENSG00000152270	ensembl	NA	ENSG00000152270
WP4657	22q11.2 copy number variation syndrome	ENSG00000226287	TMEM191A	ENSG00000226287	ensembl	1	ENSG00000226287
WP4906	3q29 copy number variation syndrome	ENSG00000265850	hsa-mir-4797	ENSG00000265850	ensembl	1	ENSG00000265850
WP5402	10q22q23 copy number variation	ENSG00000108219	TSPAN14	ENSG00000108219	ensembl	1	ENSG00000108219
WP4905	1q21.1 copy number variation syndrome	CHEBI:62837	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate		chebi	1	CHEBI:62837
WP5407	15q11q13 copy number variation	CHEBI:29035	MN2+, Mn2+		chebi	1	CHEBI:29035
WP5408	15q25 copy number variation	ENSG00000186628	FSD2	ENSG00000186628	ensembl	1	ENSG00000186628
WP4932	7q11.23 copy number variation syndrome	ENSG00000106682	EIF4H	ENSG00000106682	ensembl	1	ENSG00000106682
WP5346	8p23.1 copy number variation syndrome	CHEBI:58349	NAD(P)+, NADP, NADP trianion, NADP+		chebi	1	CHEBI:58349
WP4657	22q11.2 copy number variation syndrome	ENSG00000093009	CDC45	ENSG00000093009	ensembl	1	ENSG00000093009
WP4906	3q29 copy number variation syndrome	WP1887	Post-translational modification:  synthesis of GPI-anchored proteins		wikipathways	1	WP1887
WP4657	22q11.2 copy number variation syndrome	ENSG00000107796	ACTA2	ENSG00000107796	ensembl	1	ENSG00000107796
WP4657	22q11.2 copy number variation syndrome	ENSG00000126467	TSKS	ENSG00000126467	ensembl	1	ENSG00000126467
WP4875	Disruption of postsynaptic signaling by CNV	9369	NRXN3	ENSG00000021645	ncbigene	NA	9369
WP5406	13q12.12 copy number variation	CHEBI:17552	GDP, GDP [cytosol], GDP [plasma membrane]		chebi	1	CHEBI:17552
WP408	Oxidative stress response	1432	MAPK14, p38, p38 MAPK, p38MAPK	ENSG00000112062	ncbigene	NA	1432
WP4905	1q21.1 copy number variation syndrome	ENSG00000162836	ACP6	ENSG00000162836	ensembl	1	ENSG00000162836
WP5346	8p23.1 copy number variation syndrome	CHEBI:57783	NAD(P)H, NADPH, NADPH tetraanion		chebi	1	CHEBI:57783
WP4657	22q11.2 copy number variation syndrome	ENSG00000206145	P2RX6P	ENSG00000206145	ensembl	1	ENSG00000206145
WP4906	3q29 copy number variation syndrome	ENSG00000124688	MAD2L1BP	ENSG00000124688	ensembl	1	ENSG00000124688
WP5407	15q11q13 copy number variation	ENSG00000143375	CGN	ENSG00000143375	ensembl	1	ENSG00000143375
WP4657	22q11.2 copy number variation syndrome	ENSG00000129910	CDH15	ENSG00000129910	ensembl	1	ENSG00000129910
WP4657	22q11.2 copy number variation syndrome	ENSG00000130669	PAK4	ENSG00000130669	ensembl	1	ENSG00000130669
WP4657, WP4932, WP5406	13q12.12 copy number variation, 22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	WP254	APOPTOSIS, Apoptosis, Apoptosis pathway, B. Apoptosis, Cell Death, Cell death, FAS / FAS-L (Apoptosis)		wikipathways	1	WP254
WP5408	15q25 copy number variation	Q92572	AP3S1	ENSG00000177879	uniprot	1	Q92572
WP4875, WP5408	15q25 copy number variation, Disruption of postsynaptic signaling by CNV	ENSG00000198626	RYR2	ENSG00000198626	ensembl	1	ENSG00000198626
WP4657	22q11.2 copy number variation syndrome	ENSG00000188280	FAM230G	ENSG00000188280	ensembl	1	ENSG00000188280
WP3584	MECP2 and associated Rett syndrome	ENSG00000114062	UBE3A	ENSG00000114062	ensembl	NA	ENSG00000114062
WP4905	1q21.1 copy number variation syndrome	ENSG00000272480	OR13Z3P	ENSG00000272480	ensembl	1	ENSG00000272480
WP5412	8q11.23 (RB1CC1) copy number variation	ENSG00000141580	WDR45B	ENSG00000141580	ensembl	1	ENSG00000141580
WP4932	7q11.23 copy number variation syndrome	ENSG00000198899	ATP6, MT-ATP6	ENSG00000198899	ensembl	1	ENSG00000198899
WP4657	22q11.2 copy number variation syndrome	ENSG00000184702	SEPTIN5	ENSG00000184702	ensembl	1	ENSG00000184702
WP3584	MECP2 and associated Rett syndrome	MIMAT0000088	hsa-miR-30a-3p		mirbase.mature	NA	MIMAT0000088
WP4932	7q11.23 copy number variation syndrome	CHEBI:16680	2 * SAH, AdoHcy, S-Adenosylhomocysteine, S-adenosyl-L-homocysteine, SAH		chebi	1	CHEBI:16680
WP4875, WP4905, WP5407	15q11q13 copy number variation, 1q21.1 copy number variation syndrome, Disruption of postsynaptic signaling by CNV	ENSG00000104067	TJP1	ENSG00000104067	ensembl	1	ENSG00000104067
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000148660	CAMK2G, CaMK2G	ENSG00000148660	ensembl	NA	ENSG00000148660
WP4222	Phosphodiesterases in neuronal function	ENSG00000152402	GUCY1A2	ENSG00000152402	ensembl	NA	ENSG00000152402
WP4222	Phosphodiesterases in neuronal function	ENSG00000121281	ADCY7	ENSG00000121281	ensembl	NA	ENSG00000121281
WP4932	7q11.23 copy number variation syndrome	ENSG00000157168	NRG1	ENSG00000157168	ensembl	1	ENSG00000157168
WP5346, WP5402	10q22q23 copy number variation, 8p23.1 copy number variation syndrome	CHEBI:15378	2 H+, 2H+, H, H+, H+ [extracellular region], Hydrogen		chebi	1	CHEBI:15378
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000261794	GOLGA8H	ENSG00000261794	ensembl	1	ENSG00000261794
WP5408	15q25 copy number variation	ENSG00000156222	SLC28A1	ENSG00000156222	ensembl	1	ENSG00000156222
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000152413	HOMER, HOMER1	ENSG00000152413	ensembl	NA	ENSG00000152413
WP4222	Phosphodiesterases in neuronal function	ENSG00000078295	ADCY2	ENSG00000078295	ensembl	NA	ENSG00000078295
WP4932	7q11.23 copy number variation syndrome	ENSG00000126803	HSPA2	ENSG00000126803	ensembl	1	ENSG00000126803
WP4905	1q21.1 copy number variation syndrome	ENSG00000158769	F11R	ENSG00000158769	ensembl	1	ENSG00000158769
WP3584	MECP2 and associated Rett syndrome	MIMAT0000231	hsa-miR-199a-5p		mirbase.mature	NA	MIMAT0000231
WP5412	8q11.23 (RB1CC1) copy number variation	ENSG00000170296	GABARAP	ENSG00000170296	ensembl	1	ENSG00000170296
WP5346	8p23.1 copy number variation syndrome	ENSG00000139515	PDX-1, PDX1	ENSG00000139515	ensembl	1	ENSG00000139515
WP4222	Phosphodiesterases in neuronal function	ENSG00000162104	ADCY9	ENSG00000162104	ensembl	NA	ENSG00000162104
WP5406	13q12.12 copy number variation	ENSG00000056558	TRAF1	ENSG00000056558	ensembl	1	ENSG00000056558
WP5408	15q25 copy number variation	ENSG00000150995	IP3 receptor, IP3R1, ITPR1	ENSG00000150995	ensembl	1	ENSG00000150995
WP5408	15q25 copy number variation	ENSG00000197696	NMB	ENSG00000197696	ensembl	1	ENSG00000197696
WP5406	13q12.12 copy number variation	ENSG00000229483	LINC00362	ENSG00000229483	ensembl	1	ENSG00000229483
WP5346	8p23.1 copy number variation syndrome	ENSG00000147324	MFHAS1	ENSG00000147324	ensembl	1	ENSG00000147324
WP4657	22q11.2 copy number variation syndrome	HMDB0002104	L-Glutamic gamma-semialdehyde, L-Glutamic-gamma-semialdehyde		hmdb	1	HMDB0002104
WP5402	10q22q23 copy number variation	ENSG00000100218	RSPH14	ENSG00000100218	ensembl	1	ENSG00000100218
WP3584	MECP2 and associated Rett syndrome	ENSG00000111886	GABRR2	ENSG00000111886	ensembl	NA	ENSG00000111886
WP3584	MECP2 and associated Rett syndrome	ENSG00000033170	FUT8	ENSG00000033170	ensembl	NA	ENSG00000033170
WP4906	3q29 copy number variation syndrome	CHEBI:74151	S-palmitoyl-L-cysteine residue of a protein		chebi	1	CHEBI:74151
WP3584	MECP2 and associated Rett syndrome	ENSG00000113916	BCL6	ENSG00000113916	ensembl	NA	ENSG00000113916
WP4932	7q11.23 copy number variation syndrome	ENSG00000116459	ATP5PB	ENSG00000116459	ensembl	1	ENSG00000116459
WP4222	Phosphodiesterases in neuronal function	ENSG00000112541	PDE10A	ENSG00000112541	ensembl	NA	ENSG00000112541
WP4940	15q11.2 copy number variation syndrome	ENSG00000276172	ELMO2P1	ENSG00000276172	ensembl	1	ENSG00000276172
WP4906	3q29 copy number variation syndrome	ENSG00000225578	NCBP2-AS1	ENSG00000225578	ensembl	1	ENSG00000225578
WP4942	15q13.3 copy number variation syndrome	ENSG00000166664	CHRFAM7A	ENSG00000166664	ensembl	1	ENSG00000166664
WP4906	3q29 copy number variation syndrome	6675	Taurocholic acid		pubchem.compound	1	6675
WP5346	8p23.1 copy number variation syndrome	CHEBI:44120	[thioredoxin]-dithiol		chebi	1	CHEBI:44120
WP4657	22q11.2 copy number variation syndrome	CHEBI:28300	Glu, Glutamine, glutamine		chebi	1	CHEBI:28300
WP5402	10q22q23 copy number variation	ENSG00000112715	VEGF, VEGFA	ENSG00000112715	ensembl	1	ENSG00000112715
WP4932	7q11.23 copy number variation syndrome	P35659	DEK	ENSG00000124795	uniprot	1	P35659
WP4932	7q11.23 copy number variation syndrome	ENSG00000146755	TRIM50	ENSG00000146755	ensembl	1	ENSG00000146755
WP5406	13q12.12 copy number variation	ENSG00000169783	LINGO1	ENSG00000169783	ensembl	1	ENSG00000169783
WP4906	3q29 copy number variation syndrome	ENSG00000163960	UBXN7	ENSG00000163960	ensembl	1	ENSG00000163960
WP4222	Phosphodiesterases in neuronal function	ENSG00000160191	PDE9A	ENSG00000160191	ensembl	NA	ENSG00000160191
WP4657	22q11.2 copy number variation syndrome	CHEBI:25094	Lysine, lysine		chebi	1	CHEBI:25094
WP4657, WP4932, WP5346, WP5402, WP5408	10q22q23 copy number variation, 15q25 copy number variation, 22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome, 8p23.1 copy number variation syndrome	CHEBI:30616	ATP, ATP(4−)		chebi	1	CHEBI:30616
WP4222	Phosphodiesterases in neuronal function	ENSG00000089250	NOS1, nNOS	ENSG00000089250	ensembl	NA	ENSG00000089250
WP4940	15q11.2 copy number variation syndrome	ENSG00000137822	TUBGCP4	ENSG00000137822	ensembl	1	ENSG00000137822
WP3584	MECP2 and associated Rett syndrome	ENSG00000198793	MTOR, mTOR, mTORC1	ENSG00000198793	ensembl	NA	ENSG00000198793
WP5346	8p23.1 copy number variation syndrome	ENSG00000137462	TLR2	ENSG00000137462	ensembl	1	ENSG00000137462
WP4932	7q11.23 copy number variation syndrome	ENSG00000106635	BCL7B	ENSG00000106635	ensembl	1	ENSG00000106635
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000089169	RPH3A	ENSG00000089169	ensembl	NA	ENSG00000089169
WP4942	15q13.3 copy number variation syndrome	ENSG00000285077	ARHGAP11B	ENSG00000285077	ensembl	1	ENSG00000285077
WP4657	22q11.2 copy number variation syndrome	HMDB0006285	4-oxo-Retinoic acid		hmdb	1	HMDB0006285
WP4657	22q11.2 copy number variation syndrome	ENSG00000132341	RAN	ENSG00000132341	ensembl	1	ENSG00000132341
WP5408	15q25 copy number variation	ENSG00000135577	NMBR	ENSG00000135577	ensembl	1	ENSG00000135577
WP4222	Phosphodiesterases in neuronal function	HMDB0005039	Sildenafil		hmdb	NA	HMDB0005039
WP4222	Phosphodiesterases in neuronal function	HMDB0000464	CA2+, Ca, Ca 2+, Ca++, Ca2+, Calcium, [Ca2+]mito		hmdb	NA	HMDB0000464
WP4932	7q11.23 copy number variation syndrome	Q9UIG0	BAZ1B	ENSG00000009954	uniprot	1	Q9UIG0
WP5412	8q11.23 (RB1CC1) copy number variation	ENSG00000232810	TNF, TNF alpha, TNF-a, TNF-α, TNFA	ENSG00000232810	ensembl	1	ENSG00000232810
WP3584	MECP2 and associated Rett syndrome	ENSG00000169057	MECP2	ENSG00000169057	ensembl	NA	ENSG00000169057
WP4905	1q21.1 copy number variation syndrome	ENSG00000227242	NBPF13P	ENSG00000227242	ensembl	1	ENSG00000227242
WP5406	13q12.12 copy number variation	ENSG00000170624	SGCD	ENSG00000170624	ensembl	1	ENSG00000170624
WP3584	MECP2 and associated Rett syndrome	ENSG00000120948	TARDBP	ENSG00000120948	ensembl	NA	ENSG00000120948
WP4906	3q29 copy number variation syndrome	ENSG00000224614	TNK2-AS1	ENSG00000224614	ensembl	1	ENSG00000224614
WP4657	22q11.2 copy number variation syndrome	CHEBI:15893	1-pyrroline-5-carboxylate, P5C, Pyrroline-5-carboxylate		chebi	1	CHEBI:15893
WP4657	22q11.2 copy number variation syndrome	CHEBI:33568	Epinephrine		chebi	1	CHEBI:33568
WP4657, WP4932	22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	ENSG00000165215	CLDN3	ENSG00000165215	ensembl	1	ENSG00000165215
WP5346	8p23.1 copy number variation syndrome	ENSG00000154328	NEIL2	ENSG00000154328	ensembl	1	ENSG00000154328
WP4875	Disruption of postsynaptic signaling by CNV	5595	ERK1, MAPK3, MAPKKK	ENSG00000102882	ncbigene	NA	5595
WP4906	3q29 copy number variation syndrome	ENSG00000165806	CASP7	ENSG00000165806	ensembl	1	ENSG00000165806
WP5346	8p23.1 copy number variation syndrome	ENSG00000102043	MTMR8	ENSG00000102043	ensembl	1	ENSG00000102043
WP4932	7q11.23 copy number variation syndrome	ENSG00000196591	HDAC2	ENSG00000196591	ensembl	1	ENSG00000196591
WP5407	15q11q13 copy number variation	ENSG00000142192	APP, Amyloid-beta precursor protein	ENSG00000142192	ensembl	1	ENSG00000142192
WP5408	15q25 copy number variation	ENSG00000196218	RYR, RYR1	ENSG00000196218	ensembl	1	ENSG00000196218
WP4657	22q11.2 copy number variation syndrome	ENSG00000178732	GP5	ENSG00000178732	ensembl	1	ENSG00000178732
WP4657, WP4932	22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	ENSG00000184113	CLDN5	ENSG00000184113	ensembl	1	ENSG00000184113
WP4222	Phosphodiesterases in neuronal function	ENSG00000171408	PDE7B	ENSG00000171408	ensembl	NA	ENSG00000171408
WP4657	22q11.2 copy number variation syndrome	ENSG00000166851	PLK1	ENSG00000166851	ensembl	1	ENSG00000166851
WP4940	15q11.2 copy number variation syndrome	ENSG00000275835	TUBGCP5	ENSG00000275835	ensembl	1	ENSG00000275835
WP4657	22q11.2 copy number variation syndrome	ENSG00000273311	DGCR11	ENSG00000273311	ensembl	1	ENSG00000273311
WP4906	3q29 copy number variation syndrome	ENSG00000186198	SLC51B	ENSG00000186198	ensembl	1	ENSG00000186198
WP3584	MECP2 and associated Rett syndrome	CHEBI:16523	D-serine		chebi	NA	CHEBI:16523
WP5407	15q11q13 copy number variation	Q96MG7	NSMCE3	ENSG00000185115	uniprot	1	Q96MG7
WP5346	8p23.1 copy number variation syndrome	ENSG00000163950	SLBP	ENSG00000163950	ensembl	1	ENSG00000163950
WP5346	8p23.1 copy number variation syndrome	ENSG00000183638	RP1L1	ENSG00000183638	ensembl	1	ENSG00000183638
WP5406	13q12.12 copy number variation	ENSG00000173402	DAG1, DAG1-a	ENSG00000173402	ensembl	1	ENSG00000173402
WP4906	3q29 copy number variation syndrome	ENSG00000146425	DYNLT1	ENSG00000146425	ensembl	1	ENSG00000146425
WP4875, WP5398	Disruption of postsynaptic signaling by CNV, NRXN1 deletion syndrome	ENSG00000169992	NLGN2	ENSG00000169992	ensembl	1	ENSG00000169992
WP5402	10q22q23 copy number variation	ENSG00000130368	MAS1	ENSG00000130368	ensembl	1	ENSG00000130368
WP4906, WP5408	15q25 copy number variation, 3q29 copy number variation syndrome	CHEBI:83421	O-phospho-L-serine residue, O-phospho-L-serine(2−) residue		chebi	1	CHEBI:83421
WP3584	MECP2 and associated Rett syndrome	ENSG00000164985	PSIP1	ENSG00000164985	ensembl	NA	ENSG00000164985
WP4657	22q11.2 copy number variation syndrome	ENSG00000072310	SREBF1, SREBP1, SREBP1a,-c, SREBP1a-c, nSREBP, nSREBP1a,-c	ENSG00000072310	ensembl	1	ENSG00000072310
WP5405	13q12 or CRYL1 copy number variation	172469	Cibacron blue		pubchem.compound	1	172469
WP4942	15q13.3 copy number variation syndrome	ENSG00000207257	RNU6-18P	ENSG00000207257	ensembl	1	ENSG00000207257
WP4657	22q11.2 copy number variation syndrome	ENSG00000217261	POM121L4P	ENSG00000217261	ensembl	1	ENSG00000217261
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000271503	CCL5	ENSG00000271503	ensembl	1	ENSG00000271503
WP5408	15q25 copy number variation	http://rdf.wikipathways.org/Pathway/WP5408_r129009/Complex/a9a72	Neuronal AP-3 Adaptor complex		Complex	1	http://rdf.wikipathways.org/Pathway/WP5408_r129009/Complex/a9a72
WP4906	3q29 copy number variation syndrome	ENSG00000168589	DYNLRB2	ENSG00000168589	ensembl	1	ENSG00000168589
WP5346	8p23.1 copy number variation syndrome	HMDB0254119	Lipopolysaccharide		hmdb	1	HMDB0254119
WP4906	3q29 copy number variation syndrome	2724385	Digoxin		pubchem.compound	1	2724385
WP4932	7q11.23 copy number variation syndrome	ENSG00000009950	MLXIPL	ENSG00000009950	ensembl	1	ENSG00000009950
WP5408	15q25 copy number variation	ENSG00000101654	RNMT	ENSG00000101654	ensembl	1	ENSG00000101654
WP4657	22q11.2 copy number variation syndrome	ENSG00000114315	HES1	ENSG00000114315	ensembl	1	ENSG00000114315
WP4905	1q21.1 copy number variation syndrome	ENSG00000125363	AMELX	ENSG00000125363	ensembl	1	ENSG00000125363
WP3584	MECP2 and associated Rett syndrome	ENSG00000135829	DHX9	ENSG00000135829	ensembl	NA	ENSG00000135829
WP3584	MECP2 and associated Rett syndrome	HMDB0000216	Noradrenaline, Norepinephrine		hmdb	NA	HMDB0000216
WP5407	15q11q13 copy number variation	ENSG00000207702	MIR211	ENSG00000207702	ensembl	1	ENSG00000207702
WP4906	3q29 copy number variation syndrome	ENSG00000212146	RNU6-910P	ENSG00000212146	ensembl	1	ENSG00000212146
WP5406	13q12.12 copy number variation	ENSG00000172164	SNTB1	ENSG00000172164	ensembl	1	ENSG00000172164
WP5346	8p23.1 copy number variation syndrome	ENSG00000139505	MTMR6	ENSG00000139505	ensembl	1	ENSG00000139505
WP3584	MECP2 and associated Rett syndrome	MIMAT0022697	hsa-miR-382-3p		mirbase.mature	NA	MIMAT0022697
WP4906	3q29 copy number variation syndrome	CPX-1427	Nuclear cap-binding complex		ena.embl	1	CPX-1427
WP4222	Phosphodiesterases in neuronal function	ENSG00000172572	PDE3, PDE3A	ENSG00000172572	ensembl	NA	ENSG00000172572
WP5406	13q12.12 copy number variation	ENSG00000108823	SGCA	ENSG00000108823	ensembl	1	ENSG00000108823
WP3584	MECP2 and associated Rett syndrome	ENSG00000169813	HNRNPF	ENSG00000169813	ensembl	NA	ENSG00000169813
WP4222, WP4875, WP5398	Disruption of postsynaptic signaling by CNV, NRXN1 deletion syndrome, Phosphodiesterases in neuronal function	ENSG00000161509	GRIN2C	ENSG00000161509	ensembl	1	ENSG00000161509
WP408	Oxidative stress response	54578	UGT1A6	ENSG00000167165	ncbigene	NA	54578
WP408	Oxidative stress response	10587	TRXR 2, TRXR2, TXNRD2	ENSG00000184470	ncbigene	NA	10587
WP4657, WP4932	22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	ENSG00000171720	HDAC3	ENSG00000171720	ensembl	1	ENSG00000171720
WP5402	10q22q23 copy number variation	ENSG00000173267	SNCG	ENSG00000173267	ensembl	1	ENSG00000173267
WP5402	10q22q23 copy number variation	ENSG00000133665	DYDC2	ENSG00000133665	ensembl	1	ENSG00000133665
WP4942	15q13.3 copy number variation syndrome	ENSG00000206972	RNU6-17P	ENSG00000206972	ensembl	1	ENSG00000206972
WP4657	22q11.2 copy number variation syndrome	ENSG00000241527	CA15P1	ENSG00000241527	ensembl	1	ENSG00000241527
WP3584	MECP2 and associated Rett syndrome	MIMAT0004761	hsa-miR-483-5p		mirbase.mature	NA	MIMAT0004761
WP4932	7q11.23 copy number variation syndrome	Q03468	ERCC6	ENSG00000225830	uniprot	1	Q03468
WP4906	3q29 copy number variation syndrome	ENSG00000180370	PAK2	ENSG00000180370	ensembl	1	ENSG00000180370
WP4875, WP5402, WP5407	10q22q23 copy number variation, 15q11q13 copy number variation, Disruption of postsynaptic signaling by CNV	CHEBI:29108	Ca 2+, Ca(2+), Ca++, Ca+2, Ca2+, Ca2+ efflux, Calcium, [Ca2+]i, calcium		chebi	1	CHEBI:29108
WP3584	MECP2 and associated Rett syndrome	ENSG00000184486	BRN2	ENSG00000184486	ensembl	NA	ENSG00000184486
WP3584	MECP2 and associated Rett syndrome	MIMAT0000753	hsa-miR-342-3p		mirbase.mature	NA	MIMAT0000753
WP5402	10q22q23 copy number variation	ENSG00000178568	ERBB4, ErbB-4	ENSG00000178568	ensembl	1	ENSG00000178568
WP5346	8p23.1 copy number variation syndrome	ENSG00000173273	TNKS	ENSG00000173273	ensembl	1	ENSG00000173273
WP4932	7q11.23 copy number variation syndrome	ENSG00000213024	NUP62	ENSG00000213024	ensembl	1	ENSG00000213024
WP4657	22q11.2 copy number variation syndrome	ENSG00000189056	RELN	ENSG00000189056	ensembl	1	ENSG00000189056
WP5408	15q25 copy number variation	ENSG00000169609	C15orf40	ENSG00000169609	ensembl	1	ENSG00000169609
WP4657	22q11.2 copy number variation syndrome	CHEBI:89951	Normetanephrine, Normetanephrine NM		chebi	1	CHEBI:89951
WP5408	15q25 copy number variation	ENSG00000156232	WHAMM	ENSG00000156232	ensembl	1	ENSG00000156232
WP4932	7q11.23 copy number variation syndrome	ENSG00000278540	ACACA	ENSG00000278540	ensembl	1	ENSG00000278540
WP4657	22q11.2 copy number variation syndrome	WP558	Blood coagulation, Coagulation disturbances, Coagulaton activation, Complement and  coagulation cascades, Complement and Coagulation Cascades, Complement and coagulation cascades		wikipathways	1	WP558
WP3584	MECP2 and associated Rett syndrome	MIMAT0000421	hsa-miR-122-5p		mirbase.mature	NA	MIMAT0000421
WP5407	15q11q13 copy number variation	CHEBI:49786	Ni2+		chebi	1	CHEBI:49786
WP3584	MECP2 and associated Rett syndrome	ENSG00000078328	RBFOX1	ENSG00000078328	ensembl	NA	ENSG00000078328
WP4875	Disruption of postsynaptic signaling by CNV	ENSG00000198576	ARC	ENSG00000198576	ensembl	NA	ENSG00000198576
WP4906	3q29 copy number variation syndrome	ENSG00000143315	PIGM	ENSG00000143315	ensembl	1	ENSG00000143315
WP3584	MECP2 and associated Rett syndrome	MIMAT0000227	hsa-miR-197-3p		mirbase.mature	NA	MIMAT0000227
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000144554	FANCD2	ENSG00000144554	ensembl	1	ENSG00000144554
WP408	Oxidative stress response	1728	NQO1	ENSG00000181019	ncbigene	NA	1728
WP4657	22q11.2 copy number variation syndrome	ENSG00000244296	RN7SL168P	ENSG00000244296	ensembl	1	ENSG00000244296
WP4906	3q29 copy number variation syndrome	ENSG00000065029	ZNF76	ENSG00000065029	ensembl	1	ENSG00000065029
WP4906	3q29 copy number variation syndrome	ENSG00000165169	DYNLT3	ENSG00000165169	ensembl	1	ENSG00000165169
WP5346	8p23.1 copy number variation syndrome	ENSG00000175806	MSRA, MsrA	ENSG00000175806	ensembl	1	ENSG00000175806
WP4906	3q29 copy number variation syndrome	ENSG00000112130	RNF8	ENSG00000112130	ensembl	1	ENSG00000112130
