"CNVassociated","DisGeNETname","Ensembl","fromDisGeNET","fromPublication","fromSTRING","fromWikiPathways","gLayCluster","name","name.copy","Name2","PathwayID","Publication.doi","selected","shared name","snpID"
,,"ENSG00000170345",,,,"1","157","C-FOS, FOS, PIM1, RELA","C-FOS, FOS, PIM1, RELA","FOS","WP408",,"false","C-FOS, FOS, PIM1, RELA",
,"TET1","ENSG00000138336","1",,,"1","175","80312;TET1","TET1","TET1","WP3584",,"false","80312;TET1",
,,"ENSG00000134748",,,,"1","175","ENSG00000134748;PRPF3","PRPF3","PRPF38A","WP3584",,"false","ENSG00000134748;PRPF3",
,"NPAS4","ENSG00000174576","1",,,,"175","266743","266743","NPAS4",,,"false","266743",
,"VAMP1","ENSG00000139190","1",,,,"165","6843","6843","VAMP1",,,"false","6843",
,"PANK2","ENSG00000125779","1",,,,"189","80025","80025","PANK2",,,"false","80025",
"1",,"ENSG00000173269",,,,"1","271","ENSG00000173269;MMRN2","MMRN2","MMRN2","WP5402",,"false","ENSG00000173269;MMRN2",
,"SYN3","ENSG00000185666","1",,,,"272","8224","8224","SYN3",,,"false","8224",
"1",,"ENSG00000168505",,,,"1","273","ENSG00000168505;GBX2","GBX2","GBX2","WP4657",,"false","ENSG00000168505;GBX2",
,"PADI4","ENSG00000159339","1",,,,"274","23569","23569","PADI4",,,"false","23569",
"1",,"ENSG00000173267",,,,"1","275","ENSG00000173267;SNCG","SNCG","SNCG","WP5402",,"false","ENSG00000173267;SNCG",
,"CREB1","ENSG00000118260","1",,,"1","157","1385;CREB, CREB1;ENSG00000118260","CREB, CREB1","CREB1","WP3584, WP4222",,"false","1385;CREB, CREB1;ENSG00000118260",
"1",,"ENSG00000105289",,,,"1","161","ENSG00000105289;TJP3","TJP3","TJP3","WP4905, WP5407",,"false","ENSG00000105289;TJP3",
,,"ENSG00000163634",,"1",,,"276","THOC7","THOC7","THOC7",,"10.1038/s41586-022-04434-5","false","THOC7","rs704364"
,,"ENSG00000070808",,,,"1","168","CAMK2A, CaMK2, CaMK2A;ENSG00000070808","CAMK2A, CaMK2, CaMK2A","CAMK2A","WP3584, WP4222, WP4875",,"false","CAMK2A, CaMK2, CaMK2A;ENSG00000070808",
,"TIMP4","ENSG00000157150","1",,,,"277","7079","7079","TIMP4",,,"false","7079",
,"KPNA3","ENSG00000102753","1",,,,"175","3839","3839","KPNA3",,,"false","3839",
"1",,"ENSG00000163029",,,,"1","182","SMC6","SMC6","SMC6","WP5407",,"false","SMC6",
,"SETD1A","ENSG00000099381","1",,,,"186","9739","9739","SETD1A",,,"false","9739",
"1",,"ENSG00000148671",,,,"1","278","ADIRF;ENSG00000148671","ADIRF","ADIRF","WP5402",,"false","ADIRF;ENSG00000148671",
,"GRIK2","ENSG00000164418","1",,,,"168","2898","2898","GRIK2",,,"false","2898",
,"CACNA1F","ENSG00000102001","1",,,,"189","778","778","CACNA1F",,,"false","778",
,"CYP2D6","ENSG00000100197","1",,,,"189","1565","1565","CYP2D6",,,"false","1565",
,"B3GAT1","ENSG00000109956","1",,,,"279","27087","27087","B3GAT1",,,"false","27087",
,"MYT1L","ENSG00000186487","1",,,,"163","23040","23040","MYT1L",,,"false","23040",
,"TNFRSF1B","ENSG00000028137","1",,,,"157","7133","7133","TNFRSF1B",,,"false","7133",
,"GAD2","ENSG00000136750","1",,,,"189","2572","2572","GAD2",,,"false","2572",
"1",,"ENSG00000131778",,,,"1","175","CHD1L, CHD1L (ALC1);ENSG00000131778","CHD1L, CHD1L (ALC1)","CHD1L","WP4905",,"false","CHD1L, CHD1L (ALC1);ENSG00000131778",
,"NPAS3","ENSG00000151322","1",,,,"280","64067","64067","NPAS3",,,"false","64067",
"1",,"ENSG00000136238",,,,"1","157","ENSG00000136238;RAC1","RAC1","RAC1","WP5406",,"false","ENSG00000136238;RAC1",
,"IMPA2","ENSG00000141401","1",,,,"281","3613","3613","IMPA2",,,"false","3613",
"1",,"ENSG00000163623",,,,"1","282","ENSG00000163623;NKX6-1","NKX6-1","NKX6-1","WP5346",,"false","ENSG00000163623;NKX6-1",
,"LRRK2","ENSG00000188906","1",,,,"175","120892","120892","LRRK2",,,"false","120892",
,"SOD1","ENSG00000142168","1",,,"1","175","6647;SOD1","SOD1","SOD1","WP408",,"false","6647;SOD1",
,"FAM3D","ENSG00000198643","1",,,,"283","131177","131177","FAM3D",,,"false","131177",
"1",,"ENSG00000154165",,,,"1","284","ENSG00000154165;GPR15","GPR15","GPR15","WP5402",,"false","ENSG00000154165;GPR15",
,"COL3A1","ENSG00000168542","1",,,,"285","1281","1281","COL3A1",,,"false","1281",
,"CGNL1","ENSG00000128849","1",,,,"161","84952","84952","CGNL1",,,"false","84952",
"1","PPARG","ENSG00000132170","1",,,"1","157","5468;ENSG00000132170;PPARG, PPARγ","PPARG, PPARγ","PPARG","WP5402",,"false","5468;ENSG00000132170;PPARG, PPARγ",
,"MTHFD1","ENSG00000100714","1",,,,"166","4522","4522","MTHFD1",,,"false","4522",
"1",,"ENSG00000163520",,,,"1","285","FBLN2","FBLN2","FBLN2","WP4932",,"false","FBLN2",
"1","STXBP1","ENSG00000136854","1",,,"1","165","6812;ENSG00000136854;STXBP1","STXBP1","STXBP1","WP5407",,"false","6812;ENSG00000136854;STXBP1",
,,"ENSG00000006377",,,,"1","185","DLX6","DLX6","DLX6","WP3584",,"false","DLX6",
,"SLC12A5","ENSG00000124140","1",,,,"286","57468","57468","SLC12A5",,,"false","57468",
,"IL18R1","ENSG00000115604","1",,,,"157","8809","8809","IL18R1",,,"false","8809",
,"THBS1","ENSG00000137801","1",,,,"157","7057","7057","THBS1",,,"false","7057",
"1",,"ENSG00000135577",,,,"1","287","ENSG00000135577;NMBR","NMBR","NMBR","WP5408",,"false","ENSG00000135577;NMBR",
,,"ENSG00000115252",,,,"1","155","PDE1A","PDE1A","PDE1A","WP4222",,"false","PDE1A",
"1",,"ENSG00000177879",,,,"1","288","AP3S1","AP3S1","AP3S1","WP5408",,"false","AP3S1",
,"BCL11A","ENSG00000119866","1",,,,"175","53335","53335","BCL11A",,,"false","53335",
,,"ENSG00000168769",,,,"1","175","TET2","TET2","TET2","WP3584",,"false","TET2",
,"DBI","ENSG00000155368","1",,,,"157","1622","1622","DBI",,,"false","1622",
"1",,"ENSG00000174007",,,,"1","168","CEP19;ENSG00000174007","CEP19","CEP19","WP4906",,"false","CEP19;ENSG00000174007",
,"PDYN","ENSG00000101327","1",,,,"168","5173","5173","PDYN",,,"false","5173",
,"IL10RA","ENSG00000110324","1",,,,"157","3587","3587","IL10RA",,,"false","3587",
"1",,"ENSG00000054598",,,,"1","289","ENSG00000054598;FOXC1","FOXC1","FOXC1","WP4657",,"false","ENSG00000054598;FOXC1",
"1",,"ENSG00000181856",,,,"1","157","ENSG00000181856;GATA4, GLUT1, GLUT4, SLC2A4","GATA4, GLUT1, GLUT4, SLC2A4","SLC2A4","WP4657, WP5346",,"false","ENSG00000181856;GATA4, GLUT1, GLUT4, SLC2A4",
,"KIF2A","ENSG00000068796","1",,,,"175","3796","3796","KIF2A",,,"false","3796",
,"SPTBN2","ENSG00000173898","1",,,,"186","6712","6712","SPTBN2",,,"false","6712",
,"GABRA1","ENSG00000022355","1",,,,"165","2554","2554","GABRA1",,,"false","2554",
,"PPP1R9B","ENSG00000108819","1",,,,"168","84687","84687","PPP1R9B",,,"false","84687",
"1",,"ENSG00000149929",,,,"1","290","ENSG00000149929;HIRIP3","HIRIP3","HIRIP3","WP4657",,"false","ENSG00000149929;HIRIP3",
,"UCP2","ENSG00000175567","1",,,,"175","7351","7351","UCP2",,,"false","7351",
,"HLA-C","ENSG00000204525","1",,,,"159","3107","3107","HLA-C",,,"false","3107",
"1",,"ENSG00000259511",,,,"1","291","UBE2Q2L","UBE2Q2L","UBE2Q2L","WP5408",,"false","UBE2Q2L",
"1","CLDN5","ENSG00000184113","1",,,"1","161","7122;CLDN5;ENSG00000184113","CLDN5","CLDN5","WP4657, WP4932",,"false","7122;CLDN5;ENSG00000184113",
,"GABRB1","ENSG00000163288","1",,,,"165","2560","2560","GABRB1",,,"false","2560",
,"MPZL1","ENSG00000197965","1",,,,"175","9019","9019","MPZL1",,,"false","9019",
"1","SHANK3","ENSG00000251322","1",,,"1","168","85358;ENSG00000251322;SHANK3","SHANK3","SHANK3","WP5408",,"false","85358;ENSG00000251322;SHANK3",
,"LHX6","ENSG00000106852","1",,,,"292","26468","26468","LHX6",,,"false","26468",
,"VPS39","ENSG00000166887","1",,,,"293","23339","23339","VPS39",,,"false","23339",
,"DNMT1","ENSG00000130816","1",,,,"175","1786","1786","DNMT1",,,"false","1786",
,"DCLK1","ENSG00000133083","1",,,,"294","9201","9201","DCLK1",,,"false","9201",
,"RGS2","ENSG00000116741","1",,,,"155","5997","5997","RGS2",,,"false","5997",
"1",,"ENSG00000141367",,,,"1","165","CLTC","CLTC","CLTC","WP4932",,"false","CLTC",
"1",,"ENSG00000152661",,,,"1","161","ENSG00000152661;GJA1","GJA1","GJA1","WP4905, WP5407",,"false","ENSG00000152661;GJA1",
,,"ENSG00000185527",,,,"1","155","PDE6G","PDE6G","PDE6G","WP4222",,"false","PDE6G",
,"CARTPT","ENSG00000164326","1",,,,"295","9607","9607","CARTPT",,,"false","9607",
,"KLK8","ENSG00000129455","1",,,,"296","11202","11202","KLK8",,,"false","11202",
,,"ENSG00000234906",,,,"1","157","APOC2","APOC2","APOC2","WP3584",,"false","APOC2",
"1",,"ENSG00000106665",,,,"1","189","CLIP2;ENSG00000106665","CLIP2","CLIP2","WP4932",,"false","CLIP2;ENSG00000106665",
,"GABRG2","ENSG00000113327","1",,,,"165","2566","2566","GABRG2",,,"false","2566",
"1",,"ENSG00000100150",,,,"1","297","DEPDC5;ENSG00000100150","DEPDC5","DEPDC5","WP4657",,"false","DEPDC5;ENSG00000100150",
,"GRM7","ENSG00000196277","1",,,,"168","2917","2917","GRM7",,,"false","2917",
,"CLU","ENSG00000120885","1",,,,"157","1191","1191","CLU",,,"false","1191",
,"EFCAB11","ENSG00000140025","1",,,,"298","90141","90141","EFCAB11",,,"false","90141",
"1",,"ENSG00000181092",,,,"1","157","ADIPOQ, Adiponectin;ENSG00000181092","ADIPOQ, Adiponectin","ADIPOQ","WP5406",,"false","ADIPOQ, Adiponectin;ENSG00000181092",
,,"ENSG00000171862",,,,"1","157","PTEN","PTEN","PTEN","WP3584",,"false","PTEN",
,,"ENSG00000122778",,"1",,,"299","KIAA1549","KIAA1549","KIAA1549",,"10.1038/s41586-022-04434-5","false","KIAA1549","rs10243922"
"1",,"ENSG00000197386",,,,"1","175","ENSG00000197386;HTT","HTT","HTT","WP5408",,"false","ENSG00000197386;HTT",
"1","GRIP1","ENSG00000155974","1",,,"1","168","23426;ENSG00000155974;GRIP1","GRIP1","GRIP1","WP4932",,"false","23426;ENSG00000155974;GRIP1",
"1",,"ENSG00000166851",,,,"1","175","ENSG00000166851;PLK1","PLK1","PLK1","WP4657",,"false","ENSG00000166851;PLK1",
"1",,"ENSG00000141385",,,,"1","175","AFG3L2;ENSG00000141385","AFG3L2","AFG3L2","WP5402",,"false","AFG3L2;ENSG00000141385",
,"DOCK4","ENSG00000128512","1",,,,"166","9732","9732","DOCK4",,,"false","9732",
,,"ENSG00000211445",,,,"1","189","GPX 3, GPX3","GPX 3, GPX3","GPX3","WP408",,"false","GPX 3, GPX3",
"1",,"ENSG00000131323",,,,"1","157","TRAF3","TRAF3","TRAF3","WP5406",,"false","TRAF3",
,"RHD","ENSG00000187010","1",,,,"300","6007","6007","RHD",,,"false","6007",
"1","GRIN2B","ENSG00000273079","1",,,"1","168","2904;GRIN2B","GRIN2B","GRIN2B","WP4222, WP4875, WP5398",,"false","2904;GRIN2B",
,"MIF","ENSG00000240972","1",,,,"301","4282","4282","MIF",,,"false","4282",
,,"ENSG00000170571",,"1",,,"302","EMB","EMB","EMB",,"10.1038/s41586-022-04434-5","false","EMB","rs8175378"
,"APOH","ENSG00000091583","1",,,,"157","350","350","APOH",,,"false","350",
"1",,"ENSG00000155975",,,,"1","204","VPS37A","VPS37A","VPS37A","WP4932",,"false","VPS37A",
"1",,"ENSG00000166405",,,,"1","303","ENSG00000166405;RIC3","RIC3","RIC3","WP5407",,"false","ENSG00000166405;RIC3",
"1",,"ENSG00000145491",,,,"1","304","ROPN1L","ROPN1L","ROPN1L","WP5402",,"false","ROPN1L",
"1","FCGR2A","ENSG00000143226","1",,,"1","157","2212;ENSG00000143226;FCGR2A","FCGR2A","FCGR2A","WP5346",,"false","2212;ENSG00000143226;FCGR2A",
"1",,"ENSG00000184647",,,,"1","305","PRSS55","PRSS55","PRSS55","WP5346",,"false","PRSS55",
,"ESR1","ENSG00000091831","1",,,,"157","2099","2099","ESR1",,,"false","2099",
,"CACNG2","ENSG00000166862","1",,,,"168","10369","10369","CACNG2",,,"false","10369",
"1",,"ENSG00000106682",,,,"1","166","EIF4H;ENSG00000106682","EIF4H","EIF4H","WP4932",,"false","EIF4H;ENSG00000106682",
"1",,"ENSG00000184702",,,,"1","175","ENSG00000184702;SEPTIN5","SEPTIN5","SEPTIN5","WP4657",,"false","ENSG00000184702;SEPTIN5",
"1",,"ENSG00000136573",,,,"1","306","BLK;ENSG00000136573","BLK","BLK","WP5346",,"false","BLK;ENSG00000136573",
"1",,"ENSG00000151835",,,,"1","307","ENSG00000151835;SACS","SACS","SACS","WP5406",,"false","ENSG00000151835;SACS",
"1",,"ENSG00000159199",,,,"1","193","ATP5MC1","ATP5MC1","ATP5MC1","WP4932",,"false","ATP5MC1",
"1",,"ENSG00000104626",,,,"1","175","ENSG00000104626;ERI1","ERI1","ERI1","WP5346",,"false","ENSG00000104626;ERI1",
"1","RTN4","ENSG00000115310","1",,,"1","163","57142;ENSG00000115310;RTN4","RTN4","RTN4","WP4657, WP5406",,"false","57142;ENSG00000115310;RTN4",
"1",,"ENSG00000228253",,,,"1","193","ATP8","ATP8","MT-ATP8","WP4932",,"false","ATP8",
"1",,"ENSG00000163348",,,,"1","157","PYGO2","PYGO2","PYGO2","WP4905",,"false","PYGO2",
"1",,"ENSG00000124172",,,,"1","193","ATP5E","ATP5E","ATP5F1E","WP4932",,"false","ATP5E",
,"GSTM2","ENSG00000213366","1",,,,"189","2946","2946","GSTM2",,,"false","2946",
"1","GJA5","ENSG00000265107","1",,,"1","161","2702;GJA5","GJA5","GJA5","WP4905",,"false","2702;GJA5",
,"MLC1","ENSG00000100427","1",,,,"308","23209","23209","MLC1",,,"false","23209",
,"SLIT3","ENSG00000184347","1",,,,"309","6586","6586","SLIT3",,,"false","6586",
,,"ENSG00000137843",,"1",,,"157","PAK6","PAK6","PAK6",,"10.1038/s41586-022-04434-5","false","PAK6","rs56205728"
,"ACTR2","ENSG00000138071","1",,,,"186","10097","10097","ACTR2",,,"false","10097",
,"MC5R","ENSG00000176136","1",,,,"310","4161","4161","MC5R",,,"false","4161",
"1",,"ENSG00000036257",,,,"1","175","CUL3","CUL3","CUL3","WP4657",,"false","CUL3",
,"GRK6","ENSG00000198055","1",,,,"155","2870","2870","GRK6",,,"false","2870",
,,"ENSG00000138675",,,,"1","157","FGF5","FGF5","FGF5","WP3584",,"false","FGF5",
,"HLA-DRB1","ENSG00000196126","1",,,,"159","3123","3123","HLA-DRB1",,,"false","3123",
"1",,"ENSG00000214097",,,,"1","311","ENSG00000214097;SMCO1","SMCO1","SMCO1","WP4906",,"false","ENSG00000214097;SMCO1",
,"ALDH1A1","ENSG00000165092","1",,,,"189","216","216","ALDH1A1",,,"false","216",
,"CHD4","ENSG00000111642","1",,,,"175","1108","1108","CHD4",,,"false","1108",
"1",,"ENSG00000180198",,,,"1","175","RCC1","RCC1","RCC1","WP4657",,"false","RCC1",
"1",,"ENSG00000177169",,,,"1","175","ENSG00000177169;ULK1","ULK1","ULK1","WP4932, WP5412",,"false","ENSG00000177169;ULK1",
,"NR3C1","ENSG00000113580","1",,,,"157","2908","2908","NR3C1",,,"false","2908",
,"CHRNB2","ENSG00000160716","1",,,,"167","1141","1141","CHRNB2",,,"false","1141",
,"GPS1","ENSG00000169727","1",,,,"175","2873","2873","GPS1",,,"false","2873",
,"CHRNA3","ENSG00000080644","1",,,,"167","1136","1136","CHRNA3",,,"false","1136",
"1","CHRNA7","ENSG00000175344","1",,,"1","167","1139;CHRNA7;ENSG00000175344","CHRNA7","CHRNA7","WP4222, WP4942, WP5407",,"false","1139;CHRNA7;ENSG00000175344",
"1",,"ENSG00000140092",,,,"1","285","FBLN5","FBLN5","FBLN5","WP4932",,"false","FBLN5",
,"DDR1","ENSG00000204580","1",,,,"312","780","780","DDR1",,,"false","780",
"1",,"ENSG00000186399",,,,"1","313","GOLGA8R","GOLGA8R","GOLGA8R","WP4942, WP5407",,"false","GOLGA8R",
,"IL6R","ENSG00000160712","1",,,,"157","3570","3570","IL6R",,,"false","3570",
,"ACP1","ENSG00000143727","1",,,,"314","52","52","ACP1",,,"false","52",
,"CCKAR","ENSG00000163394","1",,,,"155","886","886","CCKAR",,,"false","886",
,"TSPAN8","ENSG00000127324","1",,,,"315","7103","7103","TSPAN8",,,"false","7103",
,"KCNJ3","ENSG00000162989","1",,,,"165","3760","3760","KCNJ3",,,"false","3760",
,"NALCN","ENSG00000102452","1",,,,"316","259232","259232","NALCN",,,"false","259232",
,"PPARGC1A","ENSG00000109819","1",,,,"175","10891","10891","PPARGC1A",,,"false","10891",
"1",,"ENSG00000141580",,,,"1","317","ENSG00000141580;WDR45B","WDR45B","WDR45B","WP5412",,"false","ENSG00000141580;WDR45B",
"1",,"ENSG00000165806",,,,"1","186","CASP7;ENSG00000165806","CASP7","CASP7","WP4906",,"false","CASP7;ENSG00000165806",
,"SOX6","ENSG00000110693","1",,,,"175","55553","55553","SOX6",,,"false","55553",
,"NOTCH4","ENSG00000204301","1",,,,"202","4855","4855","NOTCH4",,,"false","4855",
"1",,"ENSG00000171016",,,,"1","157","PYGO, PYGO1","PYGO, PYGO1","PYGO1","WP4905",,"false","PYGO, PYGO1",
,"PI4K2B","ENSG00000038210","1",,,,"157","55300","55300","PI4K2B",,,"false","55300",
,,"ENSG00000169258",,,,"1","318","GPRIN1","GPRIN1","GPRIN1","WP3584",,"false","GPRIN1",
,"TNFRSF1A","ENSG00000067182","1",,,,"157","7132","7132","TNFRSF1A",,,"false","7132",
,"LMX1B","ENSG00000136944","1",,,,"319","4010","4010","LMX1B",,,"false","4010",
"1",,"ENSG00000163069",,,,"1","168","SGCB","SGCB","SGCB","WP5406",,"false","SGCB",
,"FXYD6","ENSG00000137726","1",,,,"320","53826","53826","FXYD6",,,"false","53826",
"1",,"ENSG00000158773",,,,"1","189","ENSG00000158773;USF1","USF1","USF1","WP4932",,"false","ENSG00000158773;USF1",
,"ME2","ENSG00000082212","1",,,,"159","4200","4200","ME2",,,"false","4200",
,"CNP","ENSG00000173786","1",,,"1","163","1267;CNP","CNP","CNP","WP3584",,"false","1267;CNP",
"1",,"ENSG00000158769",,,,"1","161","ENSG00000158769;F11R","F11R","F11R","WP4905",,"false","ENSG00000158769;F11R",
"1",,"ENSG00000003987",,,,"1","261","ENSG00000003987;MTMR7","MTMR7","MTMR7","WP5346",,"false","ENSG00000003987;MTMR7",
,"HOMER1","ENSG00000152413","1",,,"1","168","9456;HOMER, HOMER1","HOMER, HOMER1","HOMER1","WP4875",,"false","9456;HOMER, HOMER1",
"1","TLR2","ENSG00000137462","1",,,"1","157","7097;ENSG00000137462;TLR2","TLR2","TLR2","WP5346",,"false","7097;ENSG00000137462;TLR2",
"1",,"ENSG00000153147",,,,"1","175","SMARCA5","SMARCA5","SMARCA5","WP4932",,"false","SMARCA5",
,,"ENSG00000078114",,"1",,,"321","NEBL","NEBL","NEBL",,"10.1038/s41586-022-04434-5","false","NEBL","rs2119242"
,"PARL","ENSG00000175193","1",,,,"175","55486","55486","PARL",,,"false","55486",
"1",,"ENSG00000204033",,,,"1","322","LRIT2","LRIT2","LRIT2","WP5402",,"false","LRIT2",
"1",,"ENSG00000119139",,,,"1","161","ENSG00000119139;TJP2","TJP2","TJP2","WP4905, WP5407",,"false","ENSG00000119139;TJP2",
"1",,"ENSG00000120899",,,,"1","157","ENSG00000120899;PTK2B","PTK2B","PTK2B","WP5399, WP5412",,"false","ENSG00000120899;PTK2B",
,,"ENSG00000138821",,"1",,,"323","SLC39A8","SLC39A8","SLC39A8",,"10.1038/s41586-022-04434-5","false","SLC39A8","rs13107325"
,"NDST3","ENSG00000164100","1",,,,"324","9348","9348","NDST3",,,"false","9348",
"1",,"ENSG00000164675",,,,"1","325","IQUB","IQUB","IQUB","WP5402",,"false","IQUB",
,"NDE1","ENSG00000072864","1",,,,"160","54820","54820","NDE1",,,"false","54820",
,"ERVW-1","ENSG00000242950","1",,,,"166","30816","30816","ERVW-1",,,"false","30816",
,"NNMT","ENSG00000166741","1",,,,"189","4837","4837","NNMT",,,"false","4837",
"1",,"ENSG00000148600",,,,"1","326","CDHR1;ENSG00000148600","CDHR1","CDHR1","WP5402",,"false","CDHR1;ENSG00000148600",
,,"ENSG00000075035",,"1",,,"327","WSCD2","WSCD2","WSCD2",,"10.1038/s41586-022-04434-5","false","WSCD2","rs3764002"
,"LRP8","ENSG00000157193","1",,,,"157","7804","7804","LRP8",,,"false","7804",
,"LIFR","ENSG00000113594","1",,,,"157","3977","3977","LIFR",,,"false","3977",
"1",,"ENSG00000065000",,,,"1","288","AP3D1","AP3D1","AP3D1","WP5408",,"false","AP3D1",
,"ADAMTS3","ENSG00000156140","1",,,,"328","9508","9508","ADAMTS3",,,"false","9508",
,"NQO2","ENSG00000124588","1",,,,"329","4835","4835","NQO2",,,"false","4835",
,,"ENSG00000166886",,"1",,,"163","NAB2","NAB2","NAB2",,"10.1038/s41586-022-04434-5","false","NAB2","rs324017"
"1",,"ENSG00000083067",,,,"1","330","TRPM3","TRPM3","TRPM3","WP5407",,"false","TRPM3",
,,"ENSG00000144619",,"1",,,"157","CNTN4","CNTN4","CNTN4",,"10.1038/s41586-022-04434-5","false","CNTN4","rs17194490"
,"CASP4","ENSG00000196954","1",,,,"157","837","837","CASP4",,,"false","837",
,"GRM4","ENSG00000124493","1",,,,"168","2914","2914","GRM4",,,"false","2914",
"1",,"ENSG00000164754",,,,"1","175","RAD21","RAD21","RAD21","WP5402",,"false","RAD21",
,"ETNPPL","ENSG00000164089","1",,,,"331","64850","64850","ETNPPL",,,"false","64850",
"1",,"ENSG00000213639",,,,"1","168","MLCP, PPP1CB","MLCP, PPP1CB","PPP1CB","WP4657",,"false","MLCP, PPP1CB",
,"PAH","ENSG00000171759","1",,,,"189","5053","5053","PAH",,,"false","5053",
,"DKK4","ENSG00000104371","1",,,,"332","27121","27121","DKK4",,,"false","27121",
"1",,"ENSG00000154319",,,,"1","306","FAM167A","FAM167A","FAM167A","WP5346",,"false","FAM167A",
,"SLC6A2","ENSG00000103546","1",,,,"165","6530","6530","SLC6A2",,,"false","6530",
,"NUMBL","ENSG00000105245","1",,,,"202","9253","9253","NUMBL",,,"false","9253",
,,"ENSG00000129467",,,,"1","155","ADCY4","ADCY4","ADCY4","WP4222",,"false","ADCY4",
,,"ENSG00000164742",,,,"1","155","ADCY1, Adenyl cyclase","ADCY1, Adenyl cyclase","ADCY1","WP4222",,"false","ADCY1, Adenyl cyclase",
,,"ENSG00000112659",,"1",,,"175","CUL9","CUL9","CUL9",,"10.1038/s41586-022-04434-5","false","CUL9","rs113113059"
,"DPYD","ENSG00000188641","1","1",,,"333","1806","1806;DPYD","DPYD",,"10.1038/s41586-022-04434-5","false","1806","rs72728416"
,,"ENSG00000122687",,"1",,,"334","FTSJ2","FTSJ2","MRM2",,"10.1038/s41586-022-04434-5","false","FTSJ2","rs58120505"
"1",,"ENSG00000065154",,,,"1","189","OAT","OAT","OAT","WP4657",,"false","OAT",
"1",,"ENSG00000112658",,,,"1","161","ENSG00000112658;SRF","SRF","SRF","WP4657",,"false","ENSG00000112658;SRF",
,"ULK4","ENSG00000168038","1",,,,"335","54986","54986","ULK4",,,"false","54986",
,"BRCA2","ENSG00000139618","1",,,,"175","675","675","BRCA2",,,"false","675",
"1",,"ENSG00000093009",,,,"1","175","CDC45","CDC45","CDC45","WP4657",,"false","CDC45",
,"SEMA3A","ENSG00000075213","1",,,,"169","10371","10371","SEMA3A",,,"false","10371",
,"ACTB","ENSG00000075624","1",,,,"186","60","60","ACTB",,,"false","60",
"1","GRIN2A","ENSG00000183454","1","1",,"1","168","2903;GRIN2A","GRIN2A","GRIN2A","WP4222, WP4875, WP5398","10.1038/s41586-022-04434-5","false","2903;GRIN2A","rs9926049"
"1",,"ENSG00000165475",,,,"1","189","CRYL1;ENSG00000165475","CRYL1","CRYL1","WP5405",,"false","CRYL1;ENSG00000165475",
,"GABRQ","ENSG00000268089","1",,,,"165","55879","55879","GABRQ",,,"false","55879",
,"CLVS2","ENSG00000146352","1",,,,"336","134829","134829","CLVS2",,,"false","134829",
"1",,"ENSG00000181222",,,,"1","175","ENSG00000181222;POLR2A","POLR2A","POLR2A","WP4657",,"false","ENSG00000181222;POLR2A",
,"FGF2","ENSG00000138685","1",,,"1","157","2247;FGF2","FGF2","FGF2","WP3584",,"false","2247;FGF2",
,"ZSCAN31","ENSG00000235109","1",,,,"337","64288","64288","ZSCAN31",,,"false","64288",
,"ADNP","ENSG00000101126","1",,,,"175","23394","23394","ADNP",,,"false","23394",
,"CAV1","ENSG00000105974","1",,,,"157","857","857","CAV1",,,"false","857",
,,"ENSG00000178922",,"1",,,"338","HYI","HYI","HYI",,"10.1038/s41586-022-04434-5","false","HYI","rs11210892"
"1",,"ENSG00000185245",,,,"1","166","ENSG00000185245;GP1BA","GP1BA","GP1BA","WP4657",,"false","ENSG00000185245;GP1BA",
"1",,"ENSG00000077800",,,,"1","339","ENSG00000077800;FKBP6","FKBP6","FKBP6","WP4932",,"false","ENSG00000077800;FKBP6",
,"CTNNA2","ENSG00000066032","1",,,,"175","1496","1496","CTNNA2",,,"false","1496",
,"FZD3","ENSG00000104290","1",,,,"222","7976","7976","FZD3",,,"false","7976",
"1","ZNF74","ENSG00000185252","1",,,"1","340","7625;ENSG00000185252;ZNF74","ZNF74","ZNF74","WP4657",,"false","7625;ENSG00000185252;ZNF74",
,"KCNS3","ENSG00000170745","1",,,,"165","3790","3790","KCNS3",,,"false","3790",
,"CHRNA5","ENSG00000169684","1",,,,"167","1138","1138","CHRNA5",,,"false","1138",
"1",,"ENSG00000185608",,,,"1","341","ENSG00000185608;MRPL40","MRPL40","MRPL40","WP4657",,"false","ENSG00000185608;MRPL40",
,,"ENSG00000135829",,,,"1","175","DHX9","DHX9","DHX9","WP3584",,"false","DHX9",
"1",,"ENSG00000198835",,,,"1","342","ENSG00000198835;GJC2","GJC2","GJC2","WP5407",,"false","ENSG00000198835;GJC2",
,"KREMEN1","ENSG00000183762","1",,,,"332","83999","83999","KREMEN1",,,"false","83999",
"1","TRMT2A","ENSG00000099899","1",,,"1","175","27037;ENSG00000099899;TRMT2A","TRMT2A","TRMT2A","WP4657",,"false","27037;ENSG00000099899;TRMT2A",
"1",,"ENSG00000076555",,,,"1","187","ACACB;ENSG00000076555","ACACB","ACACB","WP4932",,"false","ACACB;ENSG00000076555",
,"TPI1","ENSG00000111669","1",,,,"159","7167","7167","TPI1",,,"false","7167",
,"HRH1","ENSG00000196639","1",,,,"343","3269","3269","HRH1",,,"false","3269",
,"MBD2","ENSG00000134046","1",,,,"175","8932","8932","MBD2",,,"false","8932",
"1",,"ENSG00000197879",,,,"1","175","MYO1C","MYO1C","MYO1C","WP4932",,"false","MYO1C",
,"ITGAM","ENSG00000169896","1",,,,"157","3684","3684","ITGAM",,,"false","3684",
