"CNVassociated","Ensembl","fromDisGeNET","fromPublication","fromWikiPathways","gLayCluster","HGNCsymbol","name","name.copy","PathwayID","Publication.doi","selected","shared name","snpID","WPNodeID","WPNodeIDType"
"1","ENSG00000111445",,,"1","142","RFC5","RFC5","ENSG00000111445;RFC5","WP4932",,"false","RFC5",,"ENSG00000111445","ensembl"
"1","ENSG00000141510",,,"1","137","TP53","P53, TP53, p53","ENSG00000141510;P53, TP53, p53","WP4657, WP5412",,"false","P53, TP53, p53",,"ENSG00000141510","ensembl"
"1","ENSG00000005810",,,"1","233","MYCBP2","MYCBP2","MYCBP2","WP4906",,"false","MYCBP2",,"ENSG00000005810","ensembl"
"1","ENSG00000085978",,,"1","137","ATG16L1","ATG16L, ATG16L1","ATG16L, ATG16L1;ENSG00000085978","WP5412",,"false","ATG16L, ATG16L1",,"ENSG00000085978","ensembl"
,"ENSG00000144290",,"1",,"234","SLC4A10","SLC4A10","SLC4A10",,"10.1038/s41586-022-04434-5","false","SLC4A10","rs2909457",,
"1","ENSG00000117984",,,"1","153","CTSD","CTSD","CTSD;ENSG00000117984","WP5346",,"false","CTSD",,"ENSG00000117984","ensembl"
"1","ENSG00000099937",,,"1","235","SERPIND1","SERPIND1","ENSG00000099937;SERPIND1","WP4657",,"false","SERPIND1",,"ENSG00000099937","ensembl"
"1","ENSG00000143375",,,"1","144","CGN","CGN","CGN;ENSG00000143375","WP5407",,"false","CGN",,"ENSG00000143375","ensembl"
"1","ENSG00000099940",,,"1","153","SNAP29","SNAP29","SNAP29","WP4657",,"false","SNAP29",,"ENSG00000099940","ensembl"
"1","ENSG00000108219",,,"1","153","TSPAN14","TSPAN14","ENSG00000108219;TSPAN14","WP5402",,"false","TSPAN14",,"ENSG00000108219","ensembl"
"1","ENSG00000072310",,,"1","152","SREBF1","SREBF1, SREBP1, SREBP1a,-c, SREBP1a-c, nSREBP, nSREBP1a,-c","SREBF1, SREBP1, SREBP1a,-c, SREBP1a-c, nSREBP, nSREBP1a,-c","WP4657",,"false","SREBF1, SREBP1, SREBP1a,-c, SREBP1a-c, nSREBP, nSREBP1a,-c",,"ENSG00000072310","ensembl"
,"ENSG00000145349",,,"1","147","CAMK2D","CAMK2D, CaMK2, CaMK2D","CAMK2D, CaMK2, CaMK2D","WP4875",,"false","CAMK2D, CaMK2, CaMK2D",,"ENSG00000145349","ensembl"
"1","ENSG00000079459",,,"1","236","FDFT1","FDFT, FDFT1","FDFT, FDFT1","WP5346",,"false","FDFT, FDFT1",,"ENSG00000079459","ensembl"
"1","ENSG00000172426",,,"1","161","RSPH9","RSPH9","RSPH9","WP5402",,"false","RSPH9",,"ENSG00000172426","ensembl"
"1","ENSG00000112981",,,"1","237","NME5","NME5","NME5","WP5402",,"false","NME5",,"ENSG00000112981","ensembl"
"1","ENSG00000164107",,,"1","238","HAND2","HAND2, Hand2","ENSG00000164107;HAND2, Hand2","WP4657",,"false","HAND2, Hand2",,"ENSG00000164107","ensembl"
"1","ENSG00000131781",,,"1","239","FMO5","FMO5","FMO5","WP4905",,"false","FMO5",,"ENSG00000131781","ensembl"
"1","ENSG00000119227",,,"1","240","PIGZ","PIGZ","ENSG00000119227;PIGZ","WP4906",,"false","PIGZ",,"ENSG00000119227","ensembl"
"1","ENSG00000108424",,,"1","158","KPNB1","KPNB1, importin beta","ENSG00000108424;KPNB1, importin beta","WP4657",,"false","KPNB1, importin beta",,"ENSG00000108424","ensembl"
"1","ENSG00000125798",,,"1","171","FOXA2","FOXA2","ENSG00000125798;FOXA2","WP4657",,"false","FOXA2",,"ENSG00000125798","ensembl"
"1","ENSG00000255150",,,"1","142","EID3","EID3","EID3","WP5407",,"false","EID3",,"Q8N140","uniprot"
"1","ENSG00000116670",,,"1","142","MAD2L2","MAD2L2","MAD2L2","WP5402",,"false","MAD2L2",,"ENSG00000116670","ensembl"
,"ENSG00000143578",,"1",,"137","CREB3L4","CREB3L4","CREB3L4",,"10.1038/s41586-022-04434-5","false","CREB3L4","rs10127983",,
,"ENSG00000169045",,,"1","158","HNRNPH1","HNRNPH1","ENSG00000169045;HNRNPH1","WP3584",,"false","HNRNPH1",,"ENSG00000169045","ensembl"
,"ENSG00000121281",,,"1","241","ADCY7","ADCY7","ADCY7","WP4222",,"false","ADCY7",,"ENSG00000121281","ensembl"
"1","ENSG00000139687",,,"1","137","RB1","RB1, Rb, pRB","ENSG00000139687;RB1, Rb, pRB","WP4932, WP5412",,"false","RB1, Rb, pRB",,"ENSG00000139687","ensembl"
"1","ENSG00000093010",,,"1","135","COMT","COMT, Catechol-O-methyltransferase","COMT, Catechol-O-methyltransferase","WP4657",,"false","COMT, Catechol-O-methyltransferase",,"ENSG00000093010","ensembl"
"1","ENSG00000154518",,,"1","140","ATP5MC3","ATP5MC3","ATP5MC3","WP4932",,"false","ATP5MC3",,"ENSG00000154518","ensembl"
,"ENSG00000112541",,,"1","242","PDE10A","PDE10A","PDE10A","WP4222",,"false","PDE10A",,"ENSG00000112541","ensembl"
,"ENSG00000164199",,"1",,"243","ADGRV1","GPR98","GPR98",,"10.1038/s41586-022-04434-5","false","GPR98","rs12188094",,
,"ENSG00000198431",,"1","1","244","TXNRD1","TRXR 1, TRXR1, TXNRD1;TXNRD1","TXNRD1","WP408","10.1038/s41586-022-04434-5","false","TRXR 1, TRXR1, TXNRD1;TXNRD1","rs10861176","7296","ncbigene"
"1","ENSG00000128591",,,"1","147","FLNC","FLNC","ENSG00000128591;FLNC","WP5399, WP5406",,"false","FLNC",,"ENSG00000128591","ensembl"
"1","ENSG00000185737",,,"1","171","NRG3","NRG3","ENSG00000185737;NRG3","WP5402",,"false","NRG3",,"ENSG00000185737","ensembl"
,"ENSG00000204856",,"1",,"245","FAM216A","FAM216A","FAM216A",,"10.1038/s41586-022-04434-5","false","FAM216A","rs4766428",,
"1","ENSG00000225830",,,"1","138","ERCC6","ERCC6","ERCC6","WP4932",,"false","ERCC6",,"Q03468","uniprot"
,"ENSG00000131771",,,"1","147","PPP1R1B","DARPP-32, PPP1R1B","DARPP-32, PPP1R1B;ENSG00000131771","WP4222",,"false","DARPP-32, PPP1R1B",,"ENSG00000131771","ensembl"
"1","ENSG00000122367",,,"1","147","LDB3","LDB3","ENSG00000122367;LDB3","WP5402",,"false","LDB3",,"ENSG00000122367","ensembl"
"1","ENSG00000126561",,,"1","137","STAT5A","STAT5, STAT5A","ENSG00000126561;STAT5, STAT5A","WP4906",,"false","STAT5, STAT5A",,"ENSG00000126561","ensembl"
,"ENSG00000186642",,,"1","246","PDE2A","PDE2, PDE2A","PDE2, PDE2A","WP4222",,"false","PDE2, PDE2A",,"ENSG00000186642","ensembl"
,"ENSG00000167165",,,"1","135","UGT1A6","UGT1A6","UGT1A6","WP408",,"false","UGT1A6",,"54578","ncbigene"
"1","ENSG00000198900",,,"1","138","TOP1","TOP1","ENSG00000198900;TOP1","WP5408",,"false","TOP1",,"ENSG00000198900","ensembl"
"1","ENSG00000072694",,,"1","247","FCGR2B","FCGR2B","ENSG00000072694;FCGR2B","WP5346",,"false","FCGR2B",,"ENSG00000072694","ensembl"
"1","ENSG00000015171",,,"1","248","ZMYND11","ZMYND11","ENSG00000015171;ZMYND11","WP5402",,"false","ZMYND11",,"ENSG00000015171","ensembl"
"1","ENSG00000147324",,,"1","147","MFHAS1","MFHAS1","ENSG00000147324;MFHAS1","WP5346",,"false","MFHAS1",,"ENSG00000147324","ensembl"
"1","ENSG00000034713",,,"1","137","GABARAPL2","GABARAPL2","GABARAPL2","WP5412",,"false","GABARAPL2",,"ENSG00000034713","ensembl"
,"ENSG00000196712",,,"1","199","NF1","NF1","NF1","WP3584",,"false","NF1",,"ENSG00000196712","ensembl"
"1","ENSG00000171953",,,"1","140","ATPAF2","ATPAF2","ATPAF2","WP4932",,"false","ATPAF2",,"ENSG00000171953","ensembl"
"1","ENSG00000188100",,,"1","249","FAM25A","FAM25A","FAM25A","WP5402",,"false","FAM25A",,"ENSG00000188100","ensembl"
,"ENSG00000185591",,,"1","137","SP1","SP1","SP1","WP408",,"false","SP1",,"6667;ENSG00000185591","ncbigene"
"1","ENSG00000150995",,,"1","137","ITPR1","IP3 receptor, IP3R1, ITPR1","ENSG00000150995;IP3 receptor, IP3R1, ITPR1","WP5408",,"false","IP3 receptor, IP3R1, ITPR1",,"ENSG00000150995","ensembl"
,"ENSG00000205268",,,"1","250","PDE7A","PDE7A","PDE7A","WP4222",,"false","PDE7A",,"ENSG00000205268","ensembl"
"1","ENSG00000183773",,,"1","251","AIFM3","AIFM3","AIFM3","WP4657",,"false","AIFM3",,"ENSG00000183773","ensembl"
"1","ENSG00000094631",,,"1","158","HDAC6","HDAC6","ENSG00000094631;HDAC6","WP4932",,"false","HDAC6",,"ENSG00000094631","ensembl"
"1","ENSG00000165678",,,"1","178","GHITM","GHITM","ENSG00000165678;GHITM","WP5402",,"false","GHITM",,"ENSG00000165678","ensembl"
"1","ENSG00000128159",,,"1","172","TUBGCP6","TUBGCP6","TUBGCP6","WP4940",,"false","TUBGCP6",,"ENSG00000128159","ensembl"
"1","ENSG00000130669",,,"1","172","PAK4","PAK4","ENSG00000130669;PAK4","WP4657",,"false","PAK4",,"ENSG00000130669","ensembl"
"1","ENSG00000185345",,,"1","158","PRKN","PRKN","PRKN","WP4657",,"false","PRKN",,"ENSG00000185345","ensembl"
,"ENSG00000181019",,,"1","137","NQO1","NQO1","NQO1","WP408",,"false","NQO1",,"1728","ncbigene"
"1","ENSG00000197747",,,"1","252","S100A10","S100A10","ENSG00000197747;S100A10","WP5346",,"false","S100A10",,"ENSG00000197747","ensembl"
"1","ENSG00000161133",,,"1","253","USP41","USP41","USP41","WP4657",,"false","USP41",,"ENSG00000161133","ensembl"
"1","ENSG00000134160",,,"1","136","TRPM1","TRPM1","ENSG00000134160;TRPM1","WP4942, WP5407",,"false","TRPM1",,"ENSG00000134160","ensembl"
,"ENSG00000084093",,,"1","137","REST","REST","REST","WP3584",,"false","REST",,"ENSG00000084093","ensembl"
,"ENSG00000122584",,"1",,"147","NXPH1","NXPH1","NXPH1",,"10.1038/s41586-022-04434-5","false","NXPH1","rs11972718",,
,"ENSG00000104687",,,"1","135","GSR","GSR","GSR","WP408",,"false","GSR",,"2936","ncbigene"
,"ENSG00000172817",,"1",,"254","CYP7B1","CYP7B1","CYP7B1",,"10.1038/s41586-022-04434-5","false","CYP7B1","rs10957321",,
"1","ENSG00000099910",,,"1","138","KLHL22","KLHL22","KLHL22","WP4657",,"false","KLHL22",,"ENSG00000099910","ensembl"
"1","ENSG00000125675",,,"1","147","GRIA3","GRIA3","ENSG00000125675;GRIA3","WP3584, WP5398",,"false","GRIA3",,"ENSG00000125675","ensembl"
"1","ENSG00000139505",,,"1","255","MTMR6","MTMR6","ENSG00000139505;MTMR6","WP5346",,"false","MTMR6",,"ENSG00000139505","ensembl"
"1","ENSG00000050748",,,"1","137","MAPK9","JNK2, MAPK10, MAPK9, SAPK (MAPK9), c-Jun","JNK2, MAPK10, MAPK9, SAPK (MAPK9), c-Jun","WP5406",,"false","JNK2, MAPK10, MAPK9, SAPK (MAPK9), c-Jun",,"ENSG00000050748","ensembl"
"1","ENSG00000023287",,,"1","137","RB1CC1","FIP200, RB1CC1","ENSG00000023287;FIP200, RB1CC1","WP5412",,"false","FIP200, RB1CC1",,"ENSG00000023287","ensembl"
"1","ENSG00000056558",,,"1","137","TRAF1","TRAF1","TRAF1","WP5406",,"false","TRAF1",,"ENSG00000056558","ensembl"
"1","ENSG00000136383",,,"1","256","ALPK3","ALPK3","ALPK3","WP5408",,"false","ALPK3",,"ENSG00000136383","ensembl"
"1","ENSG00000086730",,,"1","137","LAT2","LAT2","ENSG00000086730;LAT2","WP4932",,"false","LAT2",,"ENSG00000086730","ensembl"
"1","ENSG00000119231",,,"1","257","SENP5","SENP5","SENP5","WP4906",,"false","SENP5",,"ENSG00000119231","ensembl"
"1","ENSG00000127863",,,"1","143","TNFRSF19","TNFRSF19","TNFRSF19","WP5406",,"false","TNFRSF19",,"ENSG00000127863","ensembl"
"1","ENSG00000183853",,,"1","144","KIRREL1","KIRREL1","ENSG00000183853;KIRREL1","WP4905",,"false","KIRREL1",,"ENSG00000183853","ensembl"
,"ENSG00000198793",,,"1","137","MTOR","MTOR, mTOR, mTORC1","MTOR, mTOR, mTORC1","WP3584",,"false","MTOR, mTOR, mTORC1",,"ENSG00000198793","ensembl"
,"ENSG00000072134",,"1",,"153","EPN2","EPN2","EPN2",,"10.1038/s41586-022-04434-5","false","EPN2","rs4073003",,
"1","ENSG00000121274",,,"1","258","TENT4B","TENT4B","ENSG00000121274;TENT4B","WP5408",,"false","TENT4B",,"ENSG00000121274","ensembl"
"1","ENSG00000138798",,,"1","171","EGF","EGF","EGF;ENSG00000138798","WP5408",,"false","EGF",,"ENSG00000138798","ensembl"
,"ENSG00000170345",,,"1","137","FOS","C-FOS, FOS, PIM1, RELA","C-FOS, FOS, PIM1, RELA","WP408",,"false","C-FOS, FOS, PIM1, RELA",,"2353","ncbigene"
"1","ENSG00000164430",,,"1","137","CGAS","CGAS","CGAS;ENSG00000164430","WP5346",,"false","CGAS",,"ENSG00000164430","ensembl"
,"ENSG00000138336",,,"1","137","TET1","TET1","TET1","WP3584",,"false","TET1",,"ENSG00000138336","ensembl"
,"ENSG00000134748",,,"1","158","PRPF38A","PRPF3","ENSG00000134748;PRPF3","WP3584",,"false","PRPF3",,"ENSG00000134748","ensembl"
,"ENSG00000133107",,"1",,"259","TRPC4","TRPC4","TRPC4",,"10.1038/s41586-022-04434-5","false","TRPC4","rs1924377",,
,"ENSG00000134986",,,"1","260","NREP","NREP","NREP","WP3584",,"false","NREP",,"ENSG00000134986","ensembl"
"1","ENSG00000173269",,,"1","261","MMRN2","MMRN2","ENSG00000173269;MMRN2","WP5402",,"false","MMRN2",,"ENSG00000173269","ensembl"
"1","ENSG00000168505",,,"1","262","GBX2","GBX2","ENSG00000168505;GBX2","WP4657",,"false","GBX2",,"ENSG00000168505","ensembl"
"1","ENSG00000173267",,,"1","263","SNCG","SNCG","ENSG00000173267;SNCG","WP5402",,"false","SNCG",,"ENSG00000173267","ensembl"
"1","ENSG00000174004",,,"1","171","NRROS","NRROS","ENSG00000174004;NRROS","WP4906",,"false","NRROS",,"ENSG00000174004","ensembl"
,"ENSG00000118260",,,"1","137","CREB1","CREB, CREB1","CREB, CREB1;ENSG00000118260","WP3584, WP4222",,"false","CREB, CREB1",,"ENSG00000118260","ensembl"
"1","ENSG00000105289",,,"1","144","TJP3","TJP3","ENSG00000105289;TJP3","WP4905, WP5407",,"false","TJP3",,"ENSG00000105289","ensembl"
,"ENSG00000163634",,"1",,"264","THOC7","THOC7","THOC7",,"10.1038/s41586-022-04434-5","false","THOC7","rs704364",,
,"ENSG00000070808",,,"1","147","CAMK2A","CAMK2A, CaMK2, CaMK2A","CAMK2A, CaMK2, CaMK2A;ENSG00000070808","WP3584, WP4222, WP4875",,"false","CAMK2A, CaMK2, CaMK2A",,"ENSG00000070808","ensembl"
"1","ENSG00000163029",,,"1","142","SMC6","SMC6","SMC6","WP5407",,"false","SMC6",,"Q96SB8","uniprot"
"1","ENSG00000234409",,,"1","265","CCDC188","CCDC188","CCDC188","WP4657",,"false","CCDC188",,"ENSG00000234409","ensembl"
"1","ENSG00000189143",,,"1","144","CLDN4","CLDN4","CLDN4;ENSG00000189143","WP4932",,"false","CLDN4",,"ENSG00000189143","ensembl"
"1","ENSG00000148671",,,"1","266","ADIRF","ADIRF","ADIRF;ENSG00000148671","WP5402",,"false","ADIRF",,"ENSG00000148671","ensembl"
"1","ENSG00000183072",,,"1","238","NKX2-5","NKX2-5","ENSG00000183072;NKX2-5","WP4657",,"false","NKX2-5",,"ENSG00000183072","ensembl"
,"ENSG00000150625",,"1",,"267","GPM6A","GPM6A","GPM6A",,"10.1038/s41586-022-04434-5","false","GPM6A","rs12498839",,
"1","ENSG00000164093",,,"1","268","PITX2","PITX2","ENSG00000164093;PITX2","WP4657",,"false","PITX2",,"ENSG00000164093","ensembl"
"1","ENSG00000197822",,,"1","144","OCLN","OCLN","ENSG00000197822;OCLN","WP4905, WP5407",,"false","OCLN",,"ENSG00000197822","ensembl"
"1","ENSG00000163539",,,"1","147","CLASP2","CLASP2","CLASP2;ENSG00000163539","WP4932",,"false","CLASP2",,"ENSG00000163539","ensembl"
"1","ENSG00000131778",,,"1","158","CHD1L","CHD1L, CHD1L (ALC1)","CHD1L, CHD1L (ALC1);ENSG00000131778","WP4905",,"false","CHD1L, CHD1L (ALC1)",,"ENSG00000131778","ensembl"
"1","ENSG00000136238",,,"1","172","RAC1","RAC1","ENSG00000136238;RAC1","WP5406",,"false","RAC1",,"ENSG00000136238","ensembl"
"1","ENSG00000163623",,,"1","269","NKX6-1","NKX6-1","ENSG00000163623;NKX6-1","WP5346",,"false","NKX6-1",,"ENSG00000163623","ensembl"
"1","ENSG00000170296",,,"1","137","GABARAP","GABARAP","GABARAP","WP5412",,"false","GABARAP",,"ENSG00000170296","ensembl"
,"ENSG00000127903",,"1",,"270","ZNF835","ZNF835","ZNF835",,"10.1038/s41586-022-04434-5","false","ZNF835","rs758749",,
,"ENSG00000142168",,,"1","158","SOD1","SOD1","SOD1","WP408",,"false","SOD1",,"6647","ncbigene"
"1","ENSG00000270170",,,"1","271","NCBP2AS2","NCBP2AS2","NCBP2AS2","WP4906",,"false","NCBP2AS2",,"ENSG00000270170","ensembl"
"1","ENSG00000107643",,,"1","137","MAPK8","JNK, JNK1, MAPK8","JNK, JNK1, MAPK8","WP5406",,"false","JNK, JNK1, MAPK8",,"ENSG00000107643","ensembl"
"1","ENSG00000154165",,,"1","272","GPR15","GPR15","ENSG00000154165;GPR15","WP5402",,"false","GPR15",,"ENSG00000154165","ensembl"
,"ENSG00000171223",,,"1","137","JUNB","JUN, JUNB","JUN, JUNB","WP408",,"false","JUN, JUNB",,"3726","ncbigene"
,"ENSG00000165168",,,"1","178","CYBB","CYBB, NOX2","CYBB, NOX2","WP408",,"false","CYBB, NOX2",,"ENSG00000165168","ensembl"
"1","ENSG00000132170",,,"1","137","PPARG","PPARG, PPARγ","ENSG00000132170;PPARG, PPARγ","WP5402",,"false","PPARG, PPARγ",,"ENSG00000132170","ensembl"
"1","ENSG00000165169",,,"1","143","DYNLT3","DYNLT3","DYNLT3","WP4906",,"false","DYNLT3",,"ENSG00000165169","ensembl"
"1","ENSG00000163520",,,"1","162","FBLN2","FBLN2","FBLN2","WP4932",,"false","FBLN2",,"ENSG00000163520","ensembl"
"1","ENSG00000136854",,,"1","153","STXBP1","STXBP1","ENSG00000136854;STXBP1","WP5407",,"false","STXBP1",,"ENSG00000136854","ensembl"
,"ENSG00000006377",,,"1","171","DLX6","DLX6","DLX6","WP3584",,"false","DLX6",,"ENSG00000006377","ensembl"
"1","ENSG00000172164",,,"1","160","SNTB1","SNTB1","SNTB1","WP5406",,"false","SNTB1",,"ENSG00000172164","ensembl"
"1","ENSG00000156218",,,"1","273","ADAMTSL3","ADAMTSL3","ADAMTSL3","WP5408",,"false","ADAMTSL3",,"ENSG00000156218","ensembl"
"1","ENSG00000135577",,,"1","192","NMBR","NMBR","ENSG00000135577;NMBR","WP5408",,"false","NMBR",,"ENSG00000135577","ensembl"
,"ENSG00000115252",,,"1","274","PDE1A","PDE1A","PDE1A","WP4222",,"false","PDE1A",,"ENSG00000115252","ensembl"
"1","ENSG00000100033",,,"1","140","PRODH","PRODH","PRODH","WP4657",,"false","PRODH",,"ENSG00000100033","ensembl"
,"ENSG00000173175",,,"1","209","ADCY5","ADCY5","ADCY5","WP4222",,"false","ADCY5",,"ENSG00000173175","ensembl"
"1","ENSG00000177879",,,"1","151","AP3S1","AP3S1","AP3S1","WP5408",,"false","AP3S1",,"Q92572","uniprot"
,"ENSG00000168769",,,"1","275","TET2","TET2","TET2","WP3584",,"false","TET2",,"ENSG00000168769","ensembl"
"1","ENSG00000161681",,,"1","147","SHANK1","SHANK, SHANK1","ENSG00000161681;SHANK, SHANK1","WP4875, WP5408",,"false","SHANK, SHANK1",,"ENSG00000161681","ensembl"
"1","ENSG00000244486",,,"1","276","SCARF2","SCARF2","SCARF2","WP4657",,"false","SCARF2",,"ENSG00000244486","ensembl"
"1","ENSG00000174007",,,"1","228","CEP19","CEP19","CEP19;ENSG00000174007","WP4906",,"false","CEP19",,"ENSG00000174007","ensembl"
"1","ENSG00000079974",,,"1","228","RABL2B","RABL2B","ENSG00000079974;RABL2B","WP4906",,"false","RABL2B",,"ENSG00000079974","ensembl"
"1","ENSG00000198947",,,"1","160","DMD","DMD, DMD (+mutations)","DMD, DMD (+mutations)","WP5406",,"false","DMD, DMD (+mutations)",,"ENSG00000198947","ensembl"
"1","ENSG00000054598",,,"1","268","FOXC1","FOXC1","ENSG00000054598;FOXC1","WP4657",,"false","FOXC1",,"ENSG00000054598","ensembl"
"1","ENSG00000181856",,,"1","137","SLC2A4","GATA4, GLUT1, GLUT4, SLC2A4","ENSG00000181856;GATA4, GLUT1, GLUT4, SLC2A4","WP4657, WP5346",,"false","GATA4, GLUT1, GLUT4, SLC2A4",,"ENSG00000181856","ensembl"
"1","ENSG00000149929",,,"1","277","HIRIP3","HIRIP3","ENSG00000149929;HIRIP3","WP4657",,"false","HIRIP3",,"ENSG00000149929","ensembl"
,"ENSG00000105880",,,"1","171","DLX5","DLX5","DLX5;ENSG00000105880","WP3584",,"false","DLX5",,"ENSG00000105880","ensembl"
"1","ENSG00000259511",,,"1","278","UBE2Q2L","UBE2Q2L","UBE2Q2L","WP5408",,"false","UBE2Q2L",,"ENSG00000259511","ensembl"
"1","ENSG00000184113",,,"1","144","CLDN5","CLDN5","CLDN5;ENSG00000184113","WP4657, WP4932",,"false","CLDN5",,"ENSG00000184113","ensembl"
"1","ENSG00000151224",,,"1","279","MAT1A","MAT1A","ENSG00000151224;MAT1A","WP5402",,"false","MAT1A",,"ENSG00000151224","ensembl"
,"ENSG00000117020",,"1",,"137","AKT3","AKT3","AKT3",,"10.1038/s41586-022-04434-5","false","AKT3","rs61833239",,
"1","ENSG00000165171",,,"1","280","METTL27","METTL27","METTL27","WP4932",,"false","METTL27",,"ENSG00000165171","ensembl"
"1","ENSG00000137309",,,"1","137","HMGA1","HMGA1","ENSG00000137309;HMGA1","WP4932",,"false","HMGA1",,"ENSG00000137309","ensembl"
"1","ENSG00000144061",,,"1","210","NPHP1","NPHP1","ENSG00000144061;NPHP1","WP5399",,"false","NPHP1",,"ENSG00000144061","ensembl"
"1","ENSG00000154328",,,"1","281","NEIL2","NEIL2","ENSG00000154328;NEIL2","WP5346",,"false","NEIL2",,"ENSG00000154328","ensembl"
"1","ENSG00000251322",,,"1","147","SHANK3","SHANK3","ENSG00000251322;SHANK3","WP5408",,"false","SHANK3",,"ENSG00000251322","ensembl"
"1","ENSG00000141367",,,"1","153","CLTC","CLTC","CLTC","WP4932",,"false","CLTC",,"ENSG00000141367","ensembl"
"1","ENSG00000152661",,,"1","144","GJA1","GJA1","ENSG00000152661;GJA1","WP4905, WP5407",,"false","GJA1",,"ENSG00000152661","ensembl"
"1","ENSG00000142192",,,"1","153","APP","APP, Amyloid-beta precursor protein","APP, Amyloid-beta precursor protein;ENSG00000142192","WP5407",,"false","APP, Amyloid-beta precursor protein",,"ENSG00000142192","ensembl"
"1","ENSG00000096717",,,"1","137","SIRT1","NAD-dependent protein deacetylase sirtuin-1, SIRT1","ENSG00000096717;NAD-dependent protein deacetylase sirtuin-1, SIRT1","WP4906",,"false","NAD-dependent protein deacetylase sirtuin-1, SIRT1",,"ENSG00000096717","ensembl"
"1","ENSG00000170788",,,"1","282","DYDC1","DYDC1","DYDC1;ENSG00000170788","WP5402",,"false","DYDC1",,"ENSG00000170788","ensembl"
,"ENSG00000185527",,,"1","246","PDE6G","PDE6G","PDE6G","WP4222",,"false","PDE6G",,"ENSG00000185527","ensembl"
,"ENSG00000078295",,,"1","283","ADCY2","ADCY2","ADCY2","WP4222",,"false","ADCY2",,"ENSG00000078295","ensembl"
"1","ENSG00000182957",,,"1","137","SPATA13","SPATA13","ENSG00000182957;SPATA13","WP5406",,"false","SPATA13",,"ENSG00000182957","ensembl"
,"ENSG00000234906",,,"1","284","APOC2","APOC2","APOC2","WP3584",,"false","APOC2",,"ENSG00000234906","ensembl"
"1","ENSG00000106665",,,"1","147","CLIP2","CLIP2","CLIP2;ENSG00000106665","WP4932",,"false","CLIP2",,"ENSG00000106665","ensembl"
,"ENSG00000113916",,,"1","137","BCL6","BCL6","BCL6","WP3584",,"false","BCL6",,"ENSG00000113916","ensembl"
"1","ENSG00000100150",,,"1","154","DEPDC5","DEPDC5","DEPDC5;ENSG00000100150","WP4657",,"false","DEPDC5",,"ENSG00000100150","ensembl"
"1","ENSG00000133665",,,"1","285","DYDC2","DYDC2","DYDC2","WP5402",,"false","DYDC2",,"ENSG00000133665","ensembl"
"1","ENSG00000117461",,,"1","137","PIK3R3","PIK3R3, p55-y","ENSG00000117461;PIK3R3, p55-y","WP4906",,"false","PIK3R3, p55-y",,"ENSG00000117461","ensembl"
"1","ENSG00000181092",,,"1","137","ADIPOQ","ADIPOQ, Adiponectin","ADIPOQ, Adiponectin;ENSG00000181092","WP5406",,"false","ADIPOQ, Adiponectin",,"ENSG00000181092","ensembl"
"1","ENSG00000120251",,,"1","147","GRIA2","GRIA2","GRIA2","WP5398",,"false","GRIA2",,"ENSG00000120251","ensembl"
,"ENSG00000171862",,,"1","137","PTEN","PTEN","PTEN","WP3584",,"false","PTEN",,"ENSG00000171862","ensembl"
,"ENSG00000122778",,"1",,"286","KIAA1549","KIAA1549","KIAA1549",,"10.1038/s41586-022-04434-5","false","KIAA1549","rs10243922",,
"1","ENSG00000197386",,,"1","137","HTT","HTT","ENSG00000197386;HTT","WP5408",,"false","HTT",,"ENSG00000197386","ensembl"
"1","ENSG00000128918",,,"1","135","ALDH1A2","ALDH1A2","ALDH1A2;ENSG00000128918","WP4657",,"false","ALDH1A2",,"ENSG00000128918","ensembl"
"1","ENSG00000155974",,,"1","147","GRIP1","GRIP1","ENSG00000155974;GRIP1","WP4932",,"false","GRIP1",,"ENSG00000155974","ensembl"
"1","ENSG00000141385",,,"1","287","AFG3L2","AFG3L2","AFG3L2;ENSG00000141385","WP5402",,"false","AFG3L2",,"ENSG00000141385","ensembl"
"1","ENSG00000166851",,,"1","142","PLK1","PLK1","ENSG00000166851;PLK1","WP4657",,"false","PLK1",,"ENSG00000166851","ensembl"
"1","ENSG00000110799",,,"1","147","VWF","VWF","VWF","WP4657",,"false","VWF",,"ENSG00000110799","ensembl"
,"ENSG00000211445",,,"1","135","GPX3","GPX 3, GPX3","GPX 3, GPX3","WP408",,"false","GPX 3, GPX3",,"2878","ncbigene"
,"ENSG00000113231",,,"1","205","PDE8B","PDE8B","PDE8B","WP4222",,"false","PDE8B",,"ENSG00000113231","ensembl"
"1","ENSG00000131323",,,"1","178","TRAF3","TRAF3","TRAF3","WP5406",,"false","TRAF3",,"ENSG00000131323","ensembl"
"1","ENSG00000198887",,,"1","142","SMC5","SMC5","SMC5","WP5407",,"false","SMC5",,"Q8IY18","uniprot"
"1","ENSG00000273079",,,"1","147","GRIN2B","GRIN2B","GRIN2B","WP4222, WP4875, WP5398",,"false","GRIN2B",,"ENSG00000273079","ensembl"
,"ENSG00000164116",,,"1","147","GUCY1A1","GUCY1A1, GUCY1A3","GUCY1A1, GUCY1A3","WP4222",,"false","GUCY1A1, GUCY1A3",,"ENSG00000164116","ensembl"
,"ENSG00000170571",,"1",,"288","EMB","EMB","EMB",,"10.1038/s41586-022-04434-5","false","EMB","rs8175378",,
