Ensembl	KEid	KE_title	AOid	AO_title	AOPid	AOP_title
ENSG00000204612	https://identifiers.org/aop.events/2040	Decrease, GLI1/2 target gene expression	https://identifiers.org/aop.events/2042	Orofacial clefting	https://identifiers.org/aop/460; https://identifiers.org/aop/491; https://identifiers.org/aop/502	Antagonism of Smoothened receptor leading to orofacial clefting; Decrease, GLI1/2 target gene expression leads to orofacial clefting ; Decrease, cholesterol synthesis leads to orofacial clefting
ENSG00000205078	https://identifiers.org/aop.events/1214	Altered gene expression specific to CAR activation, Hepatocytes	https://identifiers.org/aop.events/719	Increase, hepatocellular adenomas and carcinomas	https://identifiers.org/aop/107	Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat
ENSG00000205592	https://identifiers.org/aop.events/962	Increase, Mucin production	https://identifiers.org/aop.events/1250	Decrease, Lung function	https://identifiers.org/aop/148	EGFR Activation Leading to Decreased Lung Function
ENSG00000205835	https://identifiers.org/aop.events/1911	FOXJ1 Protein, Decreased	https://identifiers.org/aop.events/1250	Decrease, Lung function	https://identifiers.org/aop/425	Oxidative Stress Leading to Decreased Lung Function via Decreased FOXJ1
ENSG00000205927	https://identifiers.org/aop.events/2040	Decrease, GLI1/2 target gene expression	https://identifiers.org/aop.events/2042	Orofacial clefting	https://identifiers.org/aop/460; https://identifiers.org/aop/491; https://identifiers.org/aop/502	Antagonism of Smoothened receptor leading to orofacial clefting; Decrease, GLI1/2 target gene expression leads to orofacial clefting ; Decrease, cholesterol synthesis leads to orofacial clefting
ENSG00000206652	https://identifiers.org/aop.events/1847	Increased SARS-CoV-2 production	https://identifiers.org/aop.events/1846; https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/1873; https://identifiers.org/aop.events/1939; https://identifiers.org/aop.events/1967; https://identifiers.org/aop.events/351	Hyperinflammation; Increased Mortality; Pyroptosis; Thrombosis and Disseminated Intravascular Coagulation; Viral infection and host-to-host transmission, proliferated; impaired olfactory function (anosmia)	https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/394; https://identifiers.org/aop/406; https://identifiers.org/aop/407; https://identifiers.org/aop/430; https://identifiers.org/aop/468	Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death); Binding of SARS-CoV-2 to ACE2 leads to viral infection proliferation; Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality; Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation; SARS-CoV-2 infection leading to hyperinflammation; SARS-CoV-2 infection leading to pyroptosis; SARS-CoV-2 infection of olfactory epithelium leading to impaired olfactory function (short-term anosmia)
ENSG00000207990	https://identifiers.org/aop.events/1980	Increased microRNA expression	https://identifiers.org/aop.events/1982	metastatic breast cancer	https://identifiers.org/aop/443	DNA damage and mutations leading to Metastatic Breast Cancer
ENSG00000211448	https://identifiers.org/aop.events/1009; https://identifiers.org/aop.events/1116; https://identifiers.org/aop.events/280; https://identifiers.org/aop.events/277; https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 1; Decreased, Triiodothyronine (T3) in tissues; Thyroxine (T4) in neuronal tissue, Decreased ; Thyroid hormone synthesis, Decreased; Inhibition, Deiodinase 2	https://identifiers.org/aop.events/1101; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/360; https://identifiers.org/aop.events/1101; https://identifiers.org/aop.events/319; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/1101; https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/2095; https://identifiers.org/aop.events/2119; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/360; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/741; https://identifiers.org/aop.events/78; https://identifiers.org/aop.events/814; https://identifiers.org/aop.events/1101; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/360	Altered, Amphibian metamorphosis; Decrease, Population growth rate; Increased Mortality; Altered, Amphibian metamorphosis; Cognitive Function, Decreased ; Impairment, Learning and memory; Loss, Cochlear function; Altered, Amphibian metamorphosis; Cognitive Function, Decreased ; Decrease, Population growth rate; Impairment, Learning and memory; Increase, Adenomas/carcinomas (follicular cell); Increase, seizure; Increased Mortality; Insulin resistance, increased; Occurrence, Kidney toxicity; Periventricular heterotopia formation; Reduction, Cumulative fecundity and spawning; Altered, Amphibian metamorphosis; Decrease, Population growth rate; Increased Mortality	https://identifiers.org/aop/157; https://identifiers.org/aop/158; https://identifiers.org/aop/189; https://identifiers.org/aop/189; https://identifiers.org/aop/190; https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/42; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65; https://identifiers.org/aop/8; https://identifiers.org/aop/110; https://identifiers.org/aop/119; https://identifiers.org/aop/128; https://identifiers.org/aop/134; https://identifiers.org/aop/159; https://identifiers.org/aop/175; https://identifiers.org/aop/176; https://identifiers.org/aop/188; https://identifiers.org/aop/192; https://identifiers.org/aop/193; https://identifiers.org/aop/271; https://identifiers.org/aop/363; https://identifiers.org/aop/364; https://identifiers.org/aop/365; https://identifiers.org/aop/402; https://identifiers.org/aop/42; https://identifiers.org/aop/457; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65; https://identifiers.org/aop/155; https://identifiers.org/aop/156; https://identifiers.org/aop/190	Deiodinase 1 inhibition leading to increased mortality via reduced anterior swim bladder inflation; Deiodinase 1 inhibition leading to increased mortality via reduced posterior swim bladder inflation ; Type I iodothyronine deiodinase (DIO1) inhibition leading to altered amphibian metamorphosis; Type I iodothyronine deiodinase (DIO1) inhibition leading to altered amphibian metamorphosis; Type II iodothyronine deiodinase (DIO2) inhibition leading to altered amphibian metamorphosis; AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment ; Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity ; Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Upregulation of Thyroid Hormone Catabolism via Activation of Hepatic Nuclear Receptors, and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Dual oxidase (DUOX) inhibition leading to altered amphibian metamorphosis; Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment ; Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Inhibition of iodide pump activity leading to follicular cell adenomas and carcinomas (in rat and mouse); Inhibition of thyroid peroxidase leading to follicular cell adenomas and carcinomas (in rat and mouse); Inhibition of thyroid peroxidase leading to impaired fertility in fish; Iodotyrosine deiodinase (IYD) inhibition leading to altered amphibian metamorphosis; Kidney dysfunction by decreased thyroid hormone; Pendrin inhibition leading to altered amphibian metamorphosis; Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Sodium Iodide Symporter (NIS) Inhibition leading to altered amphibian metamorphosis; Succinate dehydrogenase inhibition leading to increased insulin resistance through reduction in circulating thyroxine; Thyroid peroxidase (TPO) inhibition leads to periventricular heterotopia formation in the developing rat brain; Thyroperoxidase inhibition leading to altered amphibian metamorphosis; Thyroperoxidase inhibition leading to altered visual function via altered photoreceptor patterning; Thyroperoxidase inhibition leading to altered visual function via altered retinal layer structure; Thyroperoxidase inhibition leading to altered visual function via decreased eye size; Thyroperoxidase inhibition leading to increased mortality via reduced anterior swim bladder inflation; XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Deiodinase 2 inhibition leading to increased mortality via reduced anterior swim bladder inflation; Deiodinase 2 inhibition leading to increased mortality via reduced posterior swim bladder inflation; Type II iodothyronine deiodinase (DIO2) inhibition leading to altered amphibian metamorphosis
ENSG00000211452	https://identifiers.org/aop.events/1009; https://identifiers.org/aop.events/1116; https://identifiers.org/aop.events/277; https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 1; Decreased, Triiodothyronine (T3) in tissues; Thyroid hormone synthesis, Decreased; Inhibition, Deiodinase 2	https://identifiers.org/aop.events/1101; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/360; https://identifiers.org/aop.events/1101; https://identifiers.org/aop.events/1101; https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/2095; https://identifiers.org/aop.events/2119; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/360; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/741; https://identifiers.org/aop.events/78; https://identifiers.org/aop.events/814; https://identifiers.org/aop.events/1101; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/360	Altered, Amphibian metamorphosis; Decrease, Population growth rate; Increased Mortality; Altered, Amphibian metamorphosis; Altered, Amphibian metamorphosis; Cognitive Function, Decreased ; Decrease, Population growth rate; Impairment, Learning and memory; Increase, Adenomas/carcinomas (follicular cell); Increase, seizure; Increased Mortality; Insulin resistance, increased; Occurrence, Kidney toxicity; Periventricular heterotopia formation; Reduction, Cumulative fecundity and spawning; Altered, Amphibian metamorphosis; Decrease, Population growth rate; Increased Mortality	https://identifiers.org/aop/157; https://identifiers.org/aop/158; https://identifiers.org/aop/189; https://identifiers.org/aop/189; https://identifiers.org/aop/190; https://identifiers.org/aop/110; https://identifiers.org/aop/119; https://identifiers.org/aop/128; https://identifiers.org/aop/134; https://identifiers.org/aop/159; https://identifiers.org/aop/175; https://identifiers.org/aop/176; https://identifiers.org/aop/188; https://identifiers.org/aop/192; https://identifiers.org/aop/193; https://identifiers.org/aop/271; https://identifiers.org/aop/363; https://identifiers.org/aop/364; https://identifiers.org/aop/365; https://identifiers.org/aop/402; https://identifiers.org/aop/42; https://identifiers.org/aop/457; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65; https://identifiers.org/aop/155; https://identifiers.org/aop/156; https://identifiers.org/aop/190	Deiodinase 1 inhibition leading to increased mortality via reduced anterior swim bladder inflation; Deiodinase 1 inhibition leading to increased mortality via reduced posterior swim bladder inflation ; Type I iodothyronine deiodinase (DIO1) inhibition leading to altered amphibian metamorphosis; Type I iodothyronine deiodinase (DIO1) inhibition leading to altered amphibian metamorphosis; Type II iodothyronine deiodinase (DIO2) inhibition leading to altered amphibian metamorphosis; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Dual oxidase (DUOX) inhibition leading to altered amphibian metamorphosis; Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment ; Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Inhibition of iodide pump activity leading to follicular cell adenomas and carcinomas (in rat and mouse); Inhibition of thyroid peroxidase leading to follicular cell adenomas and carcinomas (in rat and mouse); Inhibition of thyroid peroxidase leading to impaired fertility in fish; Iodotyrosine deiodinase (IYD) inhibition leading to altered amphibian metamorphosis; Kidney dysfunction by decreased thyroid hormone; Pendrin inhibition leading to altered amphibian metamorphosis; Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Sodium Iodide Symporter (NIS) Inhibition leading to altered amphibian metamorphosis; Succinate dehydrogenase inhibition leading to increased insulin resistance through reduction in circulating thyroxine; Thyroid peroxidase (TPO) inhibition leads to periventricular heterotopia formation in the developing rat brain; Thyroperoxidase inhibition leading to altered amphibian metamorphosis; Thyroperoxidase inhibition leading to altered visual function via altered photoreceptor patterning; Thyroperoxidase inhibition leading to altered visual function via altered retinal layer structure; Thyroperoxidase inhibition leading to altered visual function via decreased eye size; Thyroperoxidase inhibition leading to increased mortality via reduced anterior swim bladder inflation; XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Deiodinase 2 inhibition leading to increased mortality via reduced anterior swim bladder inflation; Deiodinase 2 inhibition leading to increased mortality via reduced posterior swim bladder inflation; Type II iodothyronine deiodinase (DIO2) inhibition leading to altered amphibian metamorphosis
ENSG00000211597	https://identifiers.org/aop.events/1911	FOXJ1 Protein, Decreased	https://identifiers.org/aop.events/1250	Decrease, Lung function	https://identifiers.org/aop/425	Oxidative Stress Leading to Decreased Lung Function via Decreased FOXJ1
ENSG00000211689	https://identifiers.org/aop.events/1885; https://identifiers.org/aop.events/1888	Inhibition of Plxna2; Increased (ectopic) all-trans retinoic acid concentration	https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/360; https://identifiers.org/aop.events/1757	Decrease, Population growth rate; Increased Mortality; Reduce, Sperm count	https://identifiers.org/aop/399; https://identifiers.org/aop/400	Inhibition of Fyna leading to increased mortality via decreased eye size (Microphthalmos); Increased (ectopic) concentration of all-trans retinoic acid (ATRA) if fetal testis leading to reduced sperm count, males
ENSG00000211690	https://identifiers.org/aop.events/1911	FOXJ1 Protein, Decreased	https://identifiers.org/aop.events/1250	Decrease, Lung function	https://identifiers.org/aop/425	Oxidative Stress Leading to Decreased Lung Function via Decreased FOXJ1
ENSG00000211918	https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/1388; https://identifiers.org/aop.events/890; https://identifiers.org/aop.events/1515; https://identifiers.org/aop.events/1003; https://identifiers.org/aop.events/961	Parkinsonian motor deficits; Dopamine release in the brain, decreased; Degeneration of dopaminergic neurons of the nigrostriatal pathway; Spermatocyte depletion; Decreased, Triiodothyronine (T3); Increased, Clearance of thyroxine from serum	https://identifiers.org/aop.events/1016; https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/350; https://identifiers.org/aop.events/637; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/360; https://identifiers.org/aop.events/1016; https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/350; https://identifiers.org/aop.events/637; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/1506; https://identifiers.org/aop.events/1101; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/360; https://identifiers.org/aop.events/1101; https://identifiers.org/aop.events/319; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/741	Encephalitis; Increase, Mortality; Increase, seizure; Increased, epilepsy; Inhibition, Feeding; Parkinsonian motor deficits; impaired, Learning and memory; Decrease, Population growth rate; Encephalitis; Increase, Mortality; Increase, seizure; Increased, epilepsy; Inhibition, Feeding; Parkinsonian motor deficits; impaired, Learning and memory; Testicular atrophy; Altered, Amphibian metamorphosis; Decrease, Population growth rate; Increased Mortality; Altered, Amphibian metamorphosis; Cognitive Function, Decreased ; Increase, Adenomas/carcinomas (follicular cell); Loss, Cochlear function	https://identifiers.org/aop/3; https://identifiers.org/aop/464; https://identifiers.org/aop/471; https://identifiers.org/aop/218; https://identifiers.org/aop/219; https://identifiers.org/aop/3; https://identifiers.org/aop/471; https://identifiers.org/aop/212; https://identifiers.org/aop/155; https://identifiers.org/aop/156; https://identifiers.org/aop/157; https://identifiers.org/aop/158; https://identifiers.org/aop/159; https://identifiers.org/aop/189; https://identifiers.org/aop/363; https://identifiers.org/aop/364; https://identifiers.org/aop/365; https://identifiers.org/aop/152; https://identifiers.org/aop/162; https://identifiers.org/aop/194; https://identifiers.org/aop/366; https://identifiers.org/aop/367; https://identifiers.org/aop/458; https://identifiers.org/aop/8	Calcium overload in dopaminergic neurons of the substantia nigra leading to parkinsonian motor deficits; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; Various neuronal effects induced by elavl3, sox10, and mbp; Inhibition of CYP7B activity leads to decreased reproductive success via decreased locomotor activity; Inhibition of CYP7B activity leads to decreased reproductive success via decreased sexual behavior; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; Various neuronal effects induced by elavl3, sox10, and mbp; Histone deacetylase inhibition leading to testicular atrophy; Deiodinase 1 inhibition leading to increased mortality via reduced anterior swim bladder inflation; Deiodinase 1 inhibition leading to increased mortality via reduced posterior swim bladder inflation ; Deiodinase 2 inhibition leading to increased mortality via reduced anterior swim bladder inflation; Deiodinase 2 inhibition leading to increased mortality via reduced posterior swim bladder inflation; Thyroperoxidase inhibition leading to altered visual function via altered photoreceptor patterning; Thyroperoxidase inhibition leading to altered visual function via altered retinal layer structure; Thyroperoxidase inhibition leading to altered visual function via decreased eye size; Thyroperoxidase inhibition leading to increased mortality via reduced anterior swim bladder inflation; Type I iodothyronine deiodinase (DIO1) inhibition leading to altered amphibian metamorphosis; AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Competitive binding to thyroid hormone carrier protein thyroid binding globulin (TBG) leading to altered amphibian metamorphosis; Competitive binding to thyroid hormone carrier protein transthyretin (TTR) leading to altered amphibian metamorphosis ; Enhanced hepatic clearance of thyroid hormones leading to thyroid follicular cell adenomas and carcinomas in the rat and mouse; Hepatic nuclear receptor activation leading to altered amphibian metamorphosis; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity ; Upregulation of Thyroid Hormone Catabolism via Activation of Hepatic Nuclear Receptors, and Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000212907	https://identifiers.org/aop.events/888	Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)	https://identifiers.org/aop.events/1548; https://identifiers.org/aop.events/1549; https://identifiers.org/aop.events/1564; https://identifiers.org/aop.events/896	Chemical induced Fanconi syndrome; Liver Injury; Necrotic Tissue; Parkinsonian motor deficits	https://identifiers.org/aop/273; https://identifiers.org/aop/276; https://identifiers.org/aop/3	Inhibition of complex I of the electron transport chain leading to chemical induced Fanconi syndrome; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; Mitochondrial complex inhibition leading to liver injury
ENSG00000213658	https://identifiers.org/aop.events/960	Increased, Uptake of thyroxine into tissue	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
ENSG00000213927	https://identifiers.org/aop.events/1549; https://identifiers.org/aop.events/889; https://identifiers.org/aop.events/2090; https://identifiers.org/aop.events/2089	Liver Injury; Impaired, Proteostasis; Increase, Bone Remodeling; Altered Bone Cell Homeostasis	https://identifiers.org/aop.events/1548; https://identifiers.org/aop.events/1549; https://identifiers.org/aop.events/1548; https://identifiers.org/aop.events/1549; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/2091; https://identifiers.org/aop.events/2091	Liver Injury; Necrotic Tissue; Liver Injury; Necrotic Tissue; Parkinsonian motor deficits; Occurrence, Bone Loss; Occurrence, Bone Loss	https://identifiers.org/aop/273; https://identifiers.org/aop/278; https://identifiers.org/aop/285; https://identifiers.org/aop/273; https://identifiers.org/aop/3; https://identifiers.org/aop/482; https://identifiers.org/aop/482	IKK complex inhibition leading to liver injury; Inhibition of N-linked glycosylation leads to liver injury; Mitochondrial complex inhibition leading to liver injury; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; Mitochondrial complex inhibition leading to liver injury; Deposition of energy leading to occurrence of bone loss; Deposition of energy leading to occurrence of bone loss
ENSG00000213928	https://identifiers.org/aop.events/1901	Interferon-I antiviral response, antagonized by SARS-CoV-2	https://identifiers.org/aop.events/1846; https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/1939; https://identifiers.org/aop.events/351	Hyperinflammation; Increased Mortality; Thrombosis and Disseminated Intravascular Coagulation; Viral infection and host-to-host transmission, proliferated	https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/430; https://identifiers.org/aop/468	Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death); Binding of SARS-CoV-2 to ACE2 leads to viral infection proliferation; Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality; Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation
ENSG00000214319	https://identifiers.org/aop.events/1214; https://identifiers.org/aop.events/715	Altered gene expression specific to CAR activation, Hepatocytes; Activation, Constitutive androstane receptor	https://identifiers.org/aop.events/719; https://identifiers.org/aop.events/719	Increase, hepatocellular adenomas and carcinomas; Increase, hepatocellular adenomas and carcinomas	https://identifiers.org/aop/107; https://identifiers.org/aop/107	Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat; Constitutive androstane receptor activation leading to hepatocellular adenomas and carcinomas in the mouse and the rat
ENSG00000215182	https://identifiers.org/aop.events/962	Increase, Mucin production	https://identifiers.org/aop.events/1250	Decrease, Lung function	https://identifiers.org/aop/148	EGFR Activation Leading to Decreased Lung Function
ENSG00000222076	https://identifiers.org/aop.events/1847	Increased SARS-CoV-2 production	https://identifiers.org/aop.events/1846; https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/1873; https://identifiers.org/aop.events/1939; https://identifiers.org/aop.events/1967; https://identifiers.org/aop.events/351	Hyperinflammation; Increased Mortality; Pyroptosis; Thrombosis and Disseminated Intravascular Coagulation; Viral infection and host-to-host transmission, proliferated; impaired olfactory function (anosmia)	https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/394; https://identifiers.org/aop/406; https://identifiers.org/aop/407; https://identifiers.org/aop/430; https://identifiers.org/aop/468	Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death); Binding of SARS-CoV-2 to ACE2 leads to viral infection proliferation; Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality; Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation; SARS-CoV-2 infection leading to hyperinflammation; SARS-CoV-2 infection leading to pyroptosis; SARS-CoV-2 infection of olfactory epithelium leading to impaired olfactory function (short-term anosmia)
ENSG00000222328	https://identifiers.org/aop.events/1847	Increased SARS-CoV-2 production	https://identifiers.org/aop.events/1846; https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/1873; https://identifiers.org/aop.events/1939; https://identifiers.org/aop.events/1967; https://identifiers.org/aop.events/351	Hyperinflammation; Increased Mortality; Pyroptosis; Thrombosis and Disseminated Intravascular Coagulation; Viral infection and host-to-host transmission, proliferated; impaired olfactory function (anosmia)	https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/394; https://identifiers.org/aop/406; https://identifiers.org/aop/407; https://identifiers.org/aop/430; https://identifiers.org/aop/468	Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death); Binding of SARS-CoV-2 to ACE2 leads to viral infection proliferation; Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality; Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation; SARS-CoV-2 infection leading to hyperinflammation; SARS-CoV-2 infection leading to pyroptosis; SARS-CoV-2 infection of olfactory epithelium leading to impaired olfactory function (short-term anosmia)
ENSG00000222465	https://identifiers.org/aop.events/1847	Increased SARS-CoV-2 production	https://identifiers.org/aop.events/1846; https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/1873; https://identifiers.org/aop.events/1939; https://identifiers.org/aop.events/1967; https://identifiers.org/aop.events/351	Hyperinflammation; Increased Mortality; Pyroptosis; Thrombosis and Disseminated Intravascular Coagulation; Viral infection and host-to-host transmission, proliferated; impaired olfactory function (anosmia)	https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/394; https://identifiers.org/aop/406; https://identifiers.org/aop/407; https://identifiers.org/aop/430; https://identifiers.org/aop/468	Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death); Binding of SARS-CoV-2 to ACE2 leads to viral infection proliferation; Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality; Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation; SARS-CoV-2 infection leading to hyperinflammation; SARS-CoV-2 infection leading to pyroptosis; SARS-CoV-2 infection of olfactory epithelium leading to impaired olfactory function (short-term anosmia)
ENSG00000224389	https://identifiers.org/aop.events/186	Altered, Neuroanatomy	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/65	XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000224530	https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/1439; https://identifiers.org/aop.events/1438	Hyperinflammation; Systemic acute phase response; Transcription of genes encoding acute phase proteins, Increased	https://identifiers.org/aop.events/1843; https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/1443; https://identifiers.org/aop.events/1443	Hyperinflammation; Increased Mortality; Multi Organ Failure involving Acute Respiratory Distress Syndrome; Atherosclerosis; Atherosclerosis	https://identifiers.org/aop/377; https://identifiers.org/aop/392; https://identifiers.org/aop/406; https://identifiers.org/aop/468; https://identifiers.org/aop/237; https://identifiers.org/aop/237	Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death); Decreased fibrinolysis and activated bradykinin system leading to hyperinflammation; Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS); SARS-CoV-2 infection leading to hyperinflammation; Substance interaction with lung resident cell membrane components leading to atherosclerosis; Substance interaction with lung resident cell membrane components leading to atherosclerosis
ENSG00000226344	https://identifiers.org/aop.events/1789; https://identifiers.org/aop.events/1973; https://identifiers.org/aop.events/1854	Reduction, 17beta-estradiol synthesis by the undifferentiated gonad ; Increased, estrogens ; Dysregulation, ACE2 expression and activity	https://identifiers.org/aop.events/360; https://identifiers.org/aop.events/1053; https://identifiers.org/aop.events/2092; https://identifiers.org/aop.events/1276	Decrease, Population growth rate; Promotion, Ovarian Cancer ; Promotion, ovarian adenomas; Lung fibrosis	https://identifiers.org/aop/346; https://identifiers.org/aop/440; https://identifiers.org/aop/319	Aromatase inhibition leads to male-biased sex ratio via impacts on gonad differentiation; Hypothalamus estrogen receptors activity suppression leading to ovarian cancer via ovarian epithelial cell hyperplasia; Binding to ACE2 leading to lung fibrosis
